#,trigger date,trigger time (t_0),class,goes t_begin,goes t_max,goes t_end,kw-sun,light curve
570,2004-01-01,06:52:45.142 (24765.142),C8.0,06:04,06:54,07:00,http://www.ioffe.ru/LEA/kwsun/2004/20040101_24765.html,https://www.ioffe.ru/LEA/Solar/2SOL20040101T24765.pdf
571,2004-01-06,06:22:26.499 (22946.499),M5.8,06:13,06:29,06:36,http://www.ioffe.ru/LEA/kwsun/2004/20040106_22946.html,https://www.ioffe.ru/LEA/Solar/2SOL20040106T22946.pdf
572,2004-01-07,03:56:17.386 (14177.386),M4.5,03:43,04:04,04:21,http://www.ioffe.ru/LEA/kwsun/2004/20040107_14177.html,https://www.ioffe.ru/LEA/Solar/2SOL20040107T14177.pdf
573,2004-01-07,10:20:37.908 (37237.908),M8.3,10:14,10:27,10:33,http://www.ioffe.ru/LEA/kwsun/2004/20040107_37237.html,https://www.ioffe.ru/LEA/Solar/2SOL20040107T37237.pdf
574,2004-01-09,01:19:34.166 (4774.166),M1.1,01:13,01:22,01:27,http://www.ioffe.ru/LEA/kwsun/2004/20040109_04774.html,https://www.ioffe.ru/LEA/Solar/2SOL20040109T04774.pdf
575,2004-01-17,17:45:44.740 (63944.740),M5.0,17:35,17:50,17:59,http://www.ioffe.ru/LEA/kwsun/2004/20040117_63944.html,https://www.ioffe.ru/LEA/Solar/2SOL20040117T63944.pdf
576,2004-02-04,11:15:16.972 (40516.972),C9.9,11:12,11:18,11:22,http://www.ioffe.ru/LEA/kwsun/2004/20040204_40516.html,https://www.ioffe.ru/LEA/Solar/2SOL20040204T40516.pdf
577,2004-02-26,01:54:42.093 (6882.093),X1.1,01:50,02:03,02:10,http://www.ioffe.ru/LEA/kwsun/2004/20040226_06882.html,https://www.ioffe.ru/LEA/Solar/2SOL20040226T06882.pdf
578,2004-03-29,19:58:09.140 (71889.140),C4.5,19:55,20:03,20:08,http://www.ioffe.ru/LEA/kwsun/2004/20040329_71889.html,https://www.ioffe.ru/LEA/Solar/2SOL20040329T71889.pdf
579,2004-03-30,01:52:39.283 (6759.283),C5.7,01:51,01:56,01:58,http://www.ioffe.ru/LEA/kwsun/2004/20040330_06759.html,https://www.ioffe.ru/LEA/Solar/2SOL20040330T06759.pdf
580,2004-03-30,09:44:43.570 (35083.570),C5.9,09:41,09:51,09:54,http://www.ioffe.ru/LEA/kwsun/2004/20040330_35083.html,https://www.ioffe.ru/LEA/Solar/2SOL20040330T35083.pdf
581,2004-03-30,12:56:22.182 (46582.182),C4.7,12:54,13:00,13:03,http://www.ioffe.ru/LEA/kwsun/2004/20040330_46582.html,https://www.ioffe.ru/LEA/Solar/2SOL20040330T46582.pdf
582,2004-03-31,20:05:32.654 (72332.654),C7.4,20:02,20:08,20:10,http://www.ioffe.ru/LEA/kwsun/2004/20040331_72332.html,https://www.ioffe.ru/LEA/Solar/2SOL20040331T72332.pdf
583,2004-04-06,13:17:55.471 (47875.471),M2.4,12:30,13:28,13:46,http://www.ioffe.ru/LEA/kwsun/2004/20040406_47875.html,https://www.ioffe.ru/LEA/Solar/2SOL20040406T47875.pdf
584,2004-04-11,04:15:16.002 (15316.002),C9.6,03:54,04:19,04:35,http://www.ioffe.ru/LEA/kwsun/2004/20040411_15316.html,https://www.ioffe.ru/LEA/Solar/2SOL20040411T15316.pdf
585,2004-04-15,16:42:06.882 (60126.882),M1.2,16:37,16:44,16:48,http://www.ioffe.ru/LEA/kwsun/2004/20040415_60126.html,https://www.ioffe.ru/LEA/Solar/2SOL20040415T60126.pdf
586,2004-04-23,21:09:08.854 (76148.854),M1.1,21:02,21:12,21:14,http://www.ioffe.ru/LEA/kwsun/2004/20040423_76148.html,https://www.ioffe.ru/LEA/Solar/2SOL20040423T76148.pdf
587,2004-07-13,00:13:20.798 (800.798),M6.7,00:09,00:17,00:23,http://www.ioffe.ru/LEA/kwsun/2004/20040713_00800.html,https://www.ioffe.ru/LEA/Solar/2SOL20040713T00800.pdf
588,2004-07-13,08:46:47.529 (31607.529),M5.4,08:40,08:48,08:55,http://www.ioffe.ru/LEA/kwsun/2004/20040713_31607.html,https://www.ioffe.ru/LEA/Solar/2SOL20040713T31607.pdf
589,2004-07-13,12:05:09.518 (43509.518),M2.9,11:59,12:08,12:12,http://www.ioffe.ru/LEA/kwsun/2004/20040713_43509.html,https://www.ioffe.ru/LEA/Solar/2SOL20040713T43509.pdf
590,2004-07-13,19:27:12.248 (70032.248),M6.2,19:24,19:32,19:36,http://www.ioffe.ru/LEA/kwsun/2004/20040713_70032.html,https://www.ioffe.ru/LEA/Solar/2SOL20040713T70032.pdf
591,2004-07-14,05:20:55.876 (19255.876),M6.2,05:02,05:23,05:27,http://www.ioffe.ru/LEA/kwsun/2004/20040714_19255.html,https://www.ioffe.ru/LEA/Solar/2SOL20040714T19255.pdf
592,2004-07-15,01:37:54.923 (5874.923),X1.8,01:30,01:41,01:48,http://www.ioffe.ru/LEA/kwsun/2004/20040715_05874.html,https://www.ioffe.ru/LEA/Solar/2SOL20040715T05874.pdf
593,2004-07-15,18:21:35.212 (66095.212),X1.6,18:15,18:24,18:28,http://www.ioffe.ru/LEA/kwsun/2004/20040715_66095.html,https://www.ioffe.ru/LEA/Solar/2SOL20040715T66095.pdf
594,2004-07-16,02:02:10.530 (7330.530),X1.3,01:43,02:06,02:12,http://www.ioffe.ru/LEA/kwsun/2004/20040716_07330.html,https://www.ioffe.ru/LEA/Solar/2SOL20040716T07330.pdf
