20656.961 - KW trigger time, seconds UT.
20662.507 - corresponding geocenter time (corrected for light propagation from Wind spacecraft to the Earth).
16.683 keV	70.450 keV - energy interval of channel G1.
70.450 keV	290.409 keV - energy interval of channel G2.
290.409 keV	1149.612 keV - energy interval of channel G3.

t1	t2 - begin and end of time bin.
G1	G2	G3 - dead-time corrected count rate counts/s in G1, G2, G3.
G1bgsub	G2bgsub	G3bgsub - dead-time corrected and background substracted count rate counts/s in G1, G2, G3.
eG1	eG2	eG3 - their errors (1 sigma level).

       t1         t2          G1          G2          G3     G1bgsub     G2bgsub     G3bgsub      eG1      eG2      eG3
 -198.377   -195.433     2283.58     1486.69      745.12      -15.89       34.77        5.49    27.85    22.47    15.91
 -195.433   -192.489     2299.16     1453.01      754.49       -0.30        1.09       14.85    27.95    22.22    16.01
 -192.489   -189.545     2269.51     1420.23      727.26      -29.96      -31.69      -12.38    27.77    21.96    15.72
 -189.545   -186.601     2317.05     1434.77      733.75       17.59      -17.15       -5.88    28.05    22.08    15.79
 -186.601   -183.657     2306.04     1477.44      703.55        6.57       25.52      -36.09    27.99    22.40    15.46
 -183.657   -180.713     2322.81     1434.75      725.89       23.34      -17.17      -13.75    28.09    22.08    15.70
 -180.713   -177.769     2319.76     1443.48      723.87       20.30       -8.44      -15.77    28.07    22.14    15.68
 -177.769   -174.825     2254.58     1454.51      736.91      -44.89        2.59       -2.73    27.67    22.23    15.82
 -174.825   -171.881     2267.20     1474.55      739.30      -32.27       22.63       -0.34    27.75    22.38    15.85
 -171.881   -168.937     2336.41     1412.48      767.10       36.94      -39.44       27.46    28.17    21.90    16.14
 -168.937   -165.993     2244.18     1451.18      766.40      -55.28       -0.74       26.77    27.61    22.20    16.14
 -165.993   -163.049     2300.67     1417.59      735.53        1.20      -34.33       -4.10    27.95    21.94    15.81
 -163.049   -160.105     2295.69     1430.31      744.09       -3.78      -21.61        4.45    27.93    22.04    15.90
 -160.105   -157.161     2300.17     1432.67      739.94        0.70      -19.24        0.31    27.95    22.06    15.85
 -157.161   -154.217     2312.71     1447.04      752.68       13.24       -4.88       13.04    28.03    22.17    15.99
 -154.217   -151.273     2341.96     1475.07      733.20       42.49       23.15       -6.43    28.20    22.38    15.78
 -151.273   -148.329     2323.52     1463.00      742.47       24.05       11.08        2.84    28.09    22.29    15.88
 -148.329   -145.385     2326.88     1464.59      748.53       27.41       12.67        8.90    28.11    22.30    15.95
 -145.385   -142.441     2291.17     1435.32      708.68       -8.29      -16.60      -30.96    27.90    22.08    15.52
 -142.441   -139.497     2325.01     1446.54      741.28       25.55       -5.38        1.65    28.10    22.17    15.87
 -139.497   -136.553     2287.52     1453.09      747.11      -11.94        1.17        7.47    27.88    22.22    15.93
 -136.553   -133.609     2311.73     1489.54      748.56       12.26       37.62        8.92    28.02    22.49    15.95
 -133.609   -130.665     2328.83     1421.61      734.08       29.36      -30.31       -5.56    28.12    21.98    15.79
 -130.665   -127.721     2291.00     1454.76      745.40       -8.47        2.84        5.76    27.90    22.23    15.91
 -127.721   -124.777     2261.60     1475.59      749.52      -37.86       23.67        9.88    27.72    22.39    15.96
 -124.777   -121.833     2284.66     1494.32      765.64      -14.81       42.40       26.00    27.86    22.53    16.13
 -121.833   -118.889     2269.80     1418.07      713.17      -29.67      -33.85      -26.46    27.77    21.95    15.56
 -118.889   -115.945     2305.79     1446.79      777.40        6.32       -5.13       37.77    27.99    22.17    16.25
 -115.945   -113.001     2271.21     1421.99      722.82      -28.25      -29.93      -16.82    27.77    21.98    15.67
 -113.001   -110.057     2314.63     1429.51      746.03       15.16      -22.41        6.39    28.04    22.04    15.92
 -110.057   -107.113     2327.14     1433.90      762.28       27.67      -18.02       22.65    28.11    22.07    16.09
 -107.113   -104.169     2264.02     1464.85      717.00      -35.45       12.93      -22.64    27.73    22.31    15.61
 -104.169   -101.225     2294.90     1463.57      748.24       -4.57       11.65        8.60    27.92    22.30    15.94
 -101.225    -98.281     2305.86     1482.89      745.82        6.39       30.97        6.18    27.99    22.44    15.92
  -98.281    -95.337     2314.43     1493.99      738.93       14.97       42.07       -0.71    28.04    22.53    15.84
  -95.337    -92.393     2267.17     1439.57      721.08      -32.29      -12.34      -18.56    27.75    22.11    15.65
  -92.393    -89.449     2291.23     1458.44      732.11       -8.23        6.52       -7.53    27.90    22.26    15.77
  -89.449    -86.505     2328.59     1478.22      725.81       29.12       26.30      -13.82    28.12    22.41    15.70
  -86.505    -83.561     2269.54     1482.66      748.94      -29.92       30.74        9.30    27.77    22.44    15.95
  -83.561    -80.617     2363.14     1433.03      739.22       63.67      -18.89       -0.41    28.33    22.06    15.85
  -80.617    -77.673     2330.95     1473.03      759.93       31.48       21.11       20.30    28.14    22.37    16.07
  -77.673    -74.729     2338.88     1445.45      732.70       39.42       -6.47       -6.93    28.19    22.16    15.78
  -74.729    -71.785     2330.78     1462.51      746.17       31.31       10.59        6.53    28.14    22.29    15.92
  -71.785    -68.841     2337.26     1458.46      715.53       37.79        6.55      -24.10    28.18    22.26    15.59
  -68.841    -65.897     2308.40     1475.72      757.49        8.93       23.80       17.85    28.00    22.39    16.04
  -65.897    -62.953     2320.03     1452.99      764.72       20.57        1.07       25.08    28.07    22.22    16.12
  -62.953    -60.009     2302.73     1460.33      719.36        3.27        8.41      -20.27    27.97    22.27    15.63
  -60.009    -57.065     2336.95     1491.04      740.58       37.48       39.12        0.94    28.17    22.50    15.86
  -57.065    -54.121     2382.42     1463.07      729.32       82.95       11.15      -10.32    28.45    22.29    15.74
