 6882.093 - KW trigger time, seconds UT.
 6880.464 - corresponding geocenter time (corrected for light propagation from Wind spacecraft to the Earth).
16.771 keV	70.822 keV - energy interval of channel G1.
70.822 keV	291.939 keV - energy interval of channel G2.
291.939 keV	1155.670 keV - energy interval of channel G3.

t1	t2 - begin and end of time bin.
G1	G2	G3 - dead-time corrected count rate counts/s in G1, G2, G3.
G1bgsub	G2bgsub	G3bgsub - dead-time corrected and background substracted count rate counts/s in G1, G2, G3.
eG1	eG2	eG3 - their errors (1 sigma level).

       t1         t2          G1          G2          G3     G1bgsub     G2bgsub     G3bgsub      eG1      eG2      eG3
 -999.783   -996.839     1104.52      396.48      125.98       41.77        3.08        4.21    19.37    11.61     6.54
 -996.839   -993.895     1085.40      412.53      133.47       22.65       19.14       11.71    19.20    11.84     6.73
 -993.895   -990.951     1060.96      389.99      126.32       -1.78       -3.41        4.55    18.98    11.51     6.55
 -990.951   -988.007     1067.03      385.17      114.39        4.28       -8.22       -7.38    19.04    11.44     6.23
 -988.007   -985.063     1019.84      409.44      123.93      -42.91       16.05        2.16    18.61    11.79     6.49
 -985.063   -982.119     1026.95      383.47      126.31      -35.80       -9.93        4.54    18.68    11.41     6.55
 -982.119   -979.175     1088.71      409.42      115.75       25.96       16.02       -6.02    19.23    11.79     6.27
 -979.175   -976.231     1071.29      403.31      117.13        8.54        9.92       -4.64    19.08    11.70     6.31
 -976.231   -973.287     1061.26      391.01      127.00       -1.49       -2.39        5.23    18.99    11.53     6.57
 -973.287   -970.343     1062.35      404.99      122.91       -0.40       11.59        1.14    19.00    11.73     6.46
 -970.343   -967.399     1092.91      405.37      127.01       30.16       11.97        5.23    19.27    11.73     6.57
 -967.399   -964.455     1066.08      408.05      112.69        3.33       14.66       -9.08    19.03    11.77     6.19
 -964.455   -961.511     1021.54      392.39      129.72      -41.21       -1.00        7.96    18.63    11.54     6.64
 -961.511   -958.567     1097.59      389.63      119.50       34.84       -3.76       -2.27    19.31    11.50     6.37
 -958.567   -955.623     1068.06      379.39      123.92        5.31      -14.01        2.15    19.05    11.35     6.49
 -955.623   -952.679     1078.35      386.21      113.71       15.61       -7.18       -8.06    19.14    11.45     6.21
 -952.679   -949.735     1064.72      397.48      114.39        1.98        4.09       -7.37    19.02    11.62     6.23
 -949.735   -946.791     1064.29      383.82      108.61        1.55       -9.57      -13.16    19.01    11.42     6.07
 -946.791   -943.847     1096.53      394.38      121.88       33.78        0.99        0.10    19.30    11.57     6.43
 -943.847   -940.903     1064.01      404.97      116.43        1.26       11.58       -5.34    19.01    11.73     6.29
 -940.903   -937.959     1052.06      405.33      120.86      -10.69       11.94       -0.91    18.90    11.73     6.41
 -937.959   -935.015     1062.02      395.12      127.34       -0.72        1.73        5.57    18.99    11.59     6.58
 -935.015   -932.071     1081.85      402.59      112.69       19.10        9.20       -9.08    19.17    11.69     6.19
 -932.071   -929.127     1041.70      382.81      127.33      -21.05      -10.59        5.56    18.81    11.40     6.58
 -929.127   -926.183     1060.95      410.11      128.69       -1.79       16.71        6.92    18.98    11.80     6.61
 -926.183   -923.239     1052.62      381.42      117.45      -10.13      -11.97       -4.32    18.91    11.38     6.32
 -923.239   -920.295     1039.11      416.29      133.13      -23.64       22.90       11.36    18.79    11.89     6.72
 -920.295   -917.351     1073.97      403.29      122.91       11.22        9.89        1.14    19.10    11.70     6.46
 -917.351   -914.407     1075.36      388.98      134.15       12.61       -4.41       12.38    19.11    11.49     6.75
 -914.407   -911.463     1070.26      391.73      131.44        7.51       -1.67        9.67    19.07    11.54     6.68
 -911.463   -908.519     1079.82      393.74      126.31       17.07        0.34        4.54    19.15    11.56     6.55
 -908.519   -905.575     1067.46      404.30      117.46        4.71       10.91       -4.31    19.04    11.72     6.32
 -905.575   -902.631     1093.22      417.61      112.01       30.47       24.21       -9.76    19.27    11.91     6.17
 -902.631   -899.687     1067.81      387.94      129.04        5.06       -5.45        7.27    19.05    11.48     6.62
 -899.687   -896.743     1075.02      402.27      118.48       12.28        8.87       -3.29    19.11    11.69     6.34
 -896.743   -893.799     1059.55      387.24      117.12       -3.19       -6.16       -4.65    18.97    11.47     6.31
 -893.799   -890.855     1021.21      420.00      121.88      -41.54       26.61        0.11    18.62    11.94     6.43
 -890.855   -887.911     1074.69      394.77      122.23       11.95        1.38        0.47    19.11    11.58     6.44
 -887.911   -884.967     1068.47      396.47      124.95        5.72        3.08        3.18    19.05    11.61     6.51
 -884.967   -882.023     1052.81      413.55      115.42       -9.94       20.16       -6.34    18.91    11.85     6.26
 -882.023   -879.079     1045.63      400.61      125.66      -17.11        7.22        3.89    18.85    11.66     6.53
 -879.079   -876.135     1069.51      393.05      120.19        6.76       -0.34       -1.58    19.06    11.55     6.39
 -876.135   -873.191     1093.56      400.57      129.04       30.81        7.18        7.27    19.27    11.66     6.62
 -873.191   -870.247     1072.23      397.15      118.82        9.48        3.76       -2.94    19.08    11.62     6.35
 -870.247   -867.303     1081.22      411.82      126.99       18.47       18.43        5.22    19.16    11.83     6.57
 -867.303   -864.359     1056.82      403.26      115.75       -5.93        9.87       -6.02    18.95    11.70     6.27
 -864.359   -861.415     1080.12      394.07      124.27       17.37        0.68        2.50    19.15    11.57     6.50
 -861.415   -858.471     1028.96      374.94      108.61      -33.79      -18.45      -13.17    18.70    11.29     6.07
 -858.471   -855.527     1062.74      403.66      135.52       -0.00       10.27       13.75    19.00    11.71     6.79
 -855.527   -852.583     1064.04      405.35      127.00        1.29       11.96        5.23    19.01    11.73     6.57
 -852.583   -849.639     1081.47      385.87      122.90       18.72       -7.52        1.14    19.17    11.45     6.46
 -849.639   -846.695     1051.41      416.98      123.60      -11.34       23.58        1.83    18.90    11.90     6.48
 -846.695   -843.751     1066.01      385.53      119.84        3.26       -7.87       -1.93    19.03    11.44     6.38
 -843.751   -840.807     1058.18      397.47      124.60       -4.56        4.07        2.83    18.96    11.62     6.51
 -840.807   -837.863     1069.12      396.44      113.03        6.38        3.05       -8.74    19.06    11.60     6.20
 -837.863   -834.919     1056.46      386.22      111.33       -6.29       -7.18      -10.44    18.94    11.45     6.15
 -834.919   -831.975     1060.23      385.53      125.63       -2.51       -7.86        3.86    18.98    11.44     6.53
 -831.975   -829.031     1060.58      390.65      128.35       -2.17       -2.74        6.58    18.98    11.52     6.60
 -829.031   -826.087     1056.50      406.04      127.34       -6.25       12.64        5.57    18.94    11.74     6.58
 -826.087   -823.143     1083.84      381.10      124.61       21.10      -12.30        2.84    19.19    11.38     6.51
 -823.143   -820.199     1069.84      385.22      132.45        7.09       -8.18       10.68    19.06    11.44     6.71
 -820.199   -817.255     1085.68      403.99      129.04       22.93       10.59        7.28    19.20    11.71     6.62
 -817.255   -814.311     1038.96      388.94      127.33      -23.78       -4.45        5.56    18.79    11.49     6.58
 -814.311   -811.367     1070.75      359.24      126.99        8.00      -34.16        5.22    19.07    11.05     6.57
