#,trigger date,trigger time (t_0),class,goes t_begin,goes t_max,goes t_end,kw-sun,light curve
1022,2023-05-20,12:34:30.987 (45270.987),M8.9,12:25,12:35,12:40,http://www.ioffe.ru/LEA/kwsun/2023/20230520_45270.html,https://www.ioffe.ru/LEA/Solar/2SOL20230520T45270.pdf
1023,2023-05-27,04:33:56.337 (16436.337),C8.4,04:32,04:35,04:41,http://www.ioffe.ru/LEA/kwsun/2023/20230527_16436.html,https://www.ioffe.ru/LEA/Solar/2SOL20230527T16436.pdf
1024,2023-05-30,13:37:46.546 (49066.546),M1.4,13:36,13:38,13:41,http://www.ioffe.ru/LEA/kwsun/2023/20230530_49066.html,https://www.ioffe.ru/LEA/Solar/2SOL20230530T49066.pdf
1025,2023-06-20,17:05:57.671 (61557.671),X1.1,16:42,17:09,17:26,http://www.ioffe.ru/LEA/kwsun/2023/20230620_61557.html,https://www.ioffe.ru/LEA/Solar/2SOL20230620T61557.pdf
1026,2023-07-02,02:32:32.140 (9152.140),M2.0,02:29,02:35,02:40,http://www.ioffe.ru/LEA/kwsun/2023/20230702_09152.html,https://www.ioffe.ru/LEA/Solar/2SOL20230702T09152.pdf
1027,2023-07-15,07:30:02.252 (27002.252),M2.9,07:21,07:41,07:56,http://www.ioffe.ru/LEA/kwsun/2023/20230715_27002.html,https://www.ioffe.ru/LEA/Solar/2SOL20230715T27002.pdf
1028,2023-07-15,10:07:35.716 (36455.716),M2.2,10:05,10:10,10:14,http://www.ioffe.ru/LEA/kwsun/2023/20230715_36455.html,https://www.ioffe.ru/LEA/Solar/2SOL20230715T36455.pdf
1029,2023-07-16,15:07:23.318 (54443.318),M1.7,14:57,15:08,15:12,http://www.ioffe.ru/LEA/kwsun/2023/20230716_54443.html,https://www.ioffe.ru/LEA/Solar/2SOL20230716T54443.pdf
1030,2023-07-16,17:38:45.491 (63525.491),M4.0,17:36,17:46,18:59,http://www.ioffe.ru/LEA/kwsun/2023/20230716_63525.html,https://www.ioffe.ru/LEA/Solar/2SOL20230716T63525.pdf
1031,2023-08-02,14:51:09.142 (53469.142),M1.7,14:46,14:56,14:56,http://www.ioffe.ru/LEA/kwsun/2023/20230802_53469.html,https://www.ioffe.ru/LEA/Solar/2SOL20230802T53469.pdf
1032,2023-08-05,22:01:19.831 (79279.831),X1.6,21:45,22:21,22:44,http://www.ioffe.ru/LEA/kwsun/2023/20230805_79279.html,https://www.ioffe.ru/LEA/Solar/2SOL20230805T79279.pdf
1033,2023-08-06,18:31:46.901 (66706.901),M5.5,18:20,18:40,18:54,http://www.ioffe.ru/LEA/kwsun/2023/20230806_66706.html,https://www.ioffe.ru/LEA/Solar/2SOL20230806T66706.pdf
1034,2023-09-19,20:08:47.255 (72527.255),M4.0,20:01,20:14,20:21,http://www.ioffe.ru/LEA/kwsun/2023/20230919_72527.html,https://www.ioffe.ru/LEA/Solar/2SOL20230919T72527.pdf
1035,2023-09-20,14:15:26.496 (51326.496),M8.2,14:11,14:19,14:25,http://www.ioffe.ru/LEA/kwsun/2023/20230920_51326.html,https://www.ioffe.ru/LEA/Solar/2SOL20230920T51326.pdf
1036,2023-09-22,19:28:08.280 (70088.280),C9.8,19:20,19:29,19:33,http://www.ioffe.ru/LEA/kwsun/2023/20230922_70088.html,https://www.ioffe.ru/LEA/Solar/2SOL20230922T70088.pdf
1037,2023-09-28,09:06:10.355 (32770.355),M1.2,08:58,09:07,09:11,http://www.ioffe.ru/LEA/kwsun/2023/20230928_32770.html,https://www.ioffe.ru/LEA/Solar/2SOL20230928T32770.pdf
1038,2023-10-01,03:23:21.863 (12201.863),C9.3,03:21,03:24,03:30,http://www.ioffe.ru/LEA/kwsun/2023/20231001_12201.html,https://www.ioffe.ru/LEA/Solar/2SOL20231001T12201.pdf
1039,2023-11-02,12:22:02.316 (44522.316),M1.6,12:18,12:22,12:26,http://www.ioffe.ru/LEA/kwsun/2023/20231102_44522.html,https://www.ioffe.ru/LEA/Solar/2SOL20231102T44522.pdf
1040,2023-11-05,14:31:24.142 (52284.142),M1.6,14:24,14:32,14:36,http://www.ioffe.ru/LEA/kwsun/2023/20231105_52284.html,https://www.ioffe.ru/LEA/Solar/2SOL20231105T52284.pdf
1041,2023-11-28,19:42:45.465 (70965.465),M9.8,19:35,19:50,20:09,http://www.ioffe.ru/LEA/kwsun/2023/20231128_70965.html,https://www.ioffe.ru/LEA/Solar/2SOL20231128T70965.pdf
1042,2023-12-14,16:58:02.207 (61082.207),X2.8,16:47,17:02,17:12,http://www.ioffe.ru/LEA/kwsun/2023/20231214_61082.html,https://www.ioffe.ru/LEA/Solar/2SOL20231214T61082.pdf
1043,2023-12-15,07:33:35.148 (27215.148),M6.9,07:23,07:34,07:43,http://www.ioffe.ru/LEA/kwsun/2023/20231215_27215.html,https://www.ioffe.ru/LEA/Solar/2SOL20231215T27215.pdf
1044,2023-12-26,03:12:50.817 (11570.817),C2.4,03:08,03:14,03:18,http://www.ioffe.ru/LEA/kwsun/2023/20231226_11570.html,https://www.ioffe.ru/LEA/Solar/2SOL20231226T11570.pdf
