 8337.612 - KW trigger time, seconds UT.
 8342.886 - corresponding geocenter time (corrected for light propagation from Wind spacecraft to the Earth).
15.903 keV	67.155 keV - energy interval of channel G1.
67.155 keV	276.826 keV - energy interval of channel G2.
276.826 keV	1095.842 keV - energy interval of channel G3.

t1	t2 - begin and end of time bin.
G1	G2	G3 - dead-time corrected count rate counts/s in G1, G2, G3.
G1bgsub	G2bgsub	G3bgsub - dead-time corrected and background substracted count rate counts/s in G1, G2, G3.
eG1	eG2	eG3 - their errors (1 sigma level).

       t1         t2          G1          G2          G3     G1bgsub     G2bgsub     G3bgsub      eG1      eG2      eG3
 -997.216   -994.272     1074.23      416.85      115.72      -29.77       20.55        1.86    19.10    11.90     6.27
 -994.272   -991.328     1096.41      418.51      109.24       -7.58       22.21       -4.62    19.30    11.92     6.09
 -991.328   -988.384     1132.05      397.02      112.64       28.06        0.72       -1.21    19.61    11.61     6.19
 -988.384   -985.440     1057.39      405.23      118.78      -46.60        8.93        4.92    18.95    11.73     6.35
 -985.440   -982.496     1142.96      385.07      109.58       38.97      -11.23       -4.27    19.70    11.44     6.10
 -982.496   -979.552     1074.77      397.70      108.22      -29.23        1.40       -5.64    19.11    11.62     6.06
 -979.552   -976.608     1075.88      392.96      117.42      -28.11       -3.34        3.57    19.12    11.55     6.32
 -976.608   -973.664     1093.25      374.16      122.51      -10.75      -22.14        8.66    19.27    11.27     6.45
 -973.664   -970.720     1099.87      380.35      120.83       -4.13      -15.95        6.98    19.33    11.37     6.41
 -970.720   -967.776     1122.05      388.82      110.60       18.05       -7.48       -3.25    19.52    11.49     6.13
 -967.776   -964.832     1107.31      402.11      101.41        3.31        5.80      -12.45    19.39    11.69     5.87
 -964.832   -961.888     1105.67      386.46      115.38        1.67       -9.84        1.52    19.38    11.46     6.26
 -961.888   -958.944     1107.77      414.79      119.80        3.78       18.49        5.94    19.40    11.87     6.38
 -958.944   -956.000     1088.30      417.86      115.38      -15.70       21.56        1.52    19.23    11.91     6.26
 -956.000   -953.056     1115.24      384.75      113.33       11.25      -11.56       -0.53    19.46    11.43     6.20
 -953.056   -950.112     1123.78      392.92      121.15       19.78       -3.38        7.30    19.54    11.55     6.42
 -950.112   -947.168     1091.58      378.61      120.48      -12.41      -17.69        6.63    19.26    11.34     6.40
 -947.168   -944.224     1114.29      405.56      119.45       10.29        9.26        5.60    19.45    11.74     6.37
 -944.224   -941.280     1101.53      381.69      116.74       -2.47      -14.61        2.88    19.34    11.39     6.30
 -941.280   -938.336     1108.34      395.98      111.96        4.35       -0.32       -1.90    19.40    11.60     6.17
 -938.336   -935.392     1118.60      376.91      121.50       14.61      -19.39        7.65    19.49    11.31     6.42
 -935.392   -932.448     1098.12      403.84      108.22       -5.88        7.54       -5.64    19.31    11.71     6.06
 -932.448   -929.504     1086.68      374.82      111.62      -17.31      -21.48       -2.23    19.21    11.28     6.16
 -929.504   -926.560     1096.42      401.12      110.27       -7.58        4.82       -3.59    19.30    11.67     6.12
 -926.560   -923.616     1086.08      385.42      101.41      -17.92      -10.89      -12.44    19.21    11.44     5.87
 -923.616   -920.672     1089.79      387.79      111.62      -14.21       -8.51       -2.24    19.24    11.48     6.16
 -920.672   -917.728     1143.34      394.64      122.18       39.34       -1.66        8.32    19.71    11.58     6.44
