 9891.839 - KW trigger time, seconds UT.
 9889.046 - corresponding geocenter time (corrected for light propagation from Wind spacecraft to the Earth).
15.914 keV	67.202 keV - energy interval of channel G1.
67.202 keV	277.017 keV - energy interval of channel G2.
277.017 keV	1096.599 keV - energy interval of channel G3.

t1	t2 - begin and end of time bin.
G1	G2	G3 - dead-time corrected count rate counts/s in G1, G2, G3.
G1bgsub	G2bgsub	G3bgsub - dead-time corrected and background substracted count rate counts/s in G1, G2, G3.
eG1	eG2	eG3 - their errors (1 sigma level).

       t1         t2          G1          G2          G3     G1bgsub     G2bgsub     G3bgsub      eG1      eG2      eG3
-1998.581  -1995.637     1199.81      425.55      151.87        7.83      -32.17        4.34    20.19    12.02     7.18
-1995.637  -1992.693     1187.34      429.59      136.86       -4.64      -28.13      -10.67    20.08    12.08     6.82
-1992.693  -1989.749     1202.01      461.42      147.10       10.02        3.70       -0.43    20.21    12.52     7.07
-1989.749  -1986.805     1204.07      470.31      147.78       12.08       12.58        0.25    20.22    12.64     7.08
-1986.805  -1983.861     1213.59      448.08      146.41       21.61       -9.64       -1.12    20.30    12.34     7.05
-1983.861  -1980.917     1230.39      449.42      151.17       38.41       -8.30        3.63    20.44    12.36     7.17
-1980.917  -1977.973     1201.27      447.42      159.70        9.28      -10.30       12.17    20.20    12.33     7.37
-1977.973  -1975.029     1185.44      456.64      160.72       -6.54       -1.09       13.19    20.07    12.45     7.39
-1975.029  -1972.085     1197.16      468.92      142.67        5.18       11.19       -4.86    20.16    12.62     6.96
-1972.085  -1969.141     1175.17      448.44      141.31      -16.82       -9.29       -6.22    19.98    12.34     6.93
-1969.141  -1966.197     1207.85      466.57      155.96       15.87        8.85        8.43    20.25    12.59     7.28
-1966.197  -1963.253     1190.26      464.80      143.68       -1.73        7.08       -3.85    20.11    12.56     6.99
-1963.253  -1960.309     1185.40      443.63      145.72       -6.58      -14.10       -1.81    20.07    12.28     7.04
-1960.309  -1957.365     1191.71      475.42      150.50       -0.27       17.70        2.96    20.12    12.71     7.15
-1957.365  -1954.421     1197.41      457.30      146.41        5.43       -0.42       -1.12    20.17    12.46     7.05
-1954.421  -1951.477     1206.15      472.37      149.49       14.17       14.65        1.96    20.24    12.67     7.13
-1951.477  -1948.533     1189.21      449.77      150.83       -2.77       -7.96        3.30    20.10    12.36     7.16
-1948.533  -1945.589     1206.49      461.79      154.60       14.50        4.06        7.07    20.24    12.52     7.25
-1945.589  -1942.645     1205.37      455.93      154.92       13.39       -1.79        7.39    20.23    12.45     7.25
-1942.645  -1939.701     1201.91      449.78      155.94        9.92       -7.95        8.41    20.20    12.36     7.28
-1939.701  -1936.757     1189.63      477.12      160.71       -2.35       19.39       13.18    20.10    12.73     7.39
-1936.757  -1933.813     1190.23      462.73      144.01       -1.75        5.01       -3.52    20.11    12.54     6.99
-1933.813  -1930.869     1199.80      452.15      148.78        7.82       -5.57        1.25    20.19    12.39     7.11
-1930.869  -1927.925     1200.55      461.40      137.22        8.56        3.67      -10.32    20.19    12.52     6.83
-1927.925  -1924.981     1194.82      462.47      154.26        2.83        4.75        6.73    20.15    12.53     7.24
-1924.981  -1922.037     1207.77      453.54      141.64       15.78       -4.18       -5.89    20.25    12.41     6.94
-1922.037  -1919.093     1163.63      474.77      155.28      -28.35       17.05        7.75    19.88    12.70     7.26
-1919.093  -1916.149     1188.51      460.01      136.87       -3.48        2.28      -10.67    20.09    12.50     6.82
-1916.149  -1913.205     1173.52      465.87      147.10      -18.46        8.15       -0.43    19.96    12.58     7.07
-1913.205  -1910.261     1184.16      471.31      146.42       -7.83       13.59       -1.11    20.06    12.65     7.05
-1910.261  -1907.317     1188.07      441.88      127.66       -3.91      -15.85      -19.87    20.09    12.25     6.58
-1907.317  -1904.373     1188.82      450.10      144.02       -3.16       -7.63       -3.51    20.09    12.37     6.99
-1904.373  -1901.429     1231.47      457.31      137.56       39.49       -0.41       -9.97    20.45    12.46     6.84
-1901.429  -1898.485     1190.90      455.24      142.32       -1.08       -2.49       -5.21    20.11    12.44     6.95
