42067.595 - KW trigger time, seconds UT.
42068.354 - corresponding geocenter time (corrected for light propagation from Wind spacecraft to the Earth).
14.275 keV	60.283 keV - energy interval of channel G1.
60.283 keV	249.623 keV - energy interval of channel G2.
249.623 keV	1020.867 keV - energy interval of channel G3.

t1	t2 - begin and end of time bin.
G1	G2	G3 - dead-time corrected count rate counts/s in G1, G2, G3.
G1bgsub	G2bgsub	G3bgsub - dead-time corrected and background substracted count rate counts/s in G1, G2, G3.
eG1	eG2	eG3 - their errors (1 sigma level).

       t1         t2          G1          G2          G3     G1bgsub     G2bgsub     G3bgsub      eG1      eG2      eG3
 -998.042   -995.098     1085.65      494.85      189.95        6.18       16.57       -1.48    19.20    12.96     8.03
 -995.098   -992.154     1073.17      472.57      187.55       -6.30       -5.71       -3.89    19.09    12.67     7.98
 -992.154   -989.210     1082.82      484.57      210.74        3.35        6.29       19.31    19.18    12.83     8.46
 -989.210   -986.266     1062.88      484.54      186.86      -16.59        6.26       -4.58    19.00    12.83     7.97
 -986.266   -983.322     1073.95      491.08      195.06       -5.52       12.80        3.63    19.10    12.91     8.14
 -983.322   -980.378     1055.67      476.31      182.42      -23.80       -1.97       -9.02    18.94    12.72     7.87
 -980.378   -977.434     1072.52      489.00      198.47       -6.95       10.71        7.03    19.09    12.89     8.21
 -977.434   -974.490     1087.59      491.70      175.94        8.12       13.42      -15.49    19.22    12.92     7.73
 -974.490   -971.546     1081.45      482.18      190.97        1.98        3.89       -0.46    19.17    12.80     8.05
 -971.546   -968.602     1077.01      487.62      180.04       -2.46        9.33      -11.39    19.13    12.87     7.82
 -968.602   -965.658     1072.79      460.95      196.42       -6.69      -17.33        4.98    19.09    12.51     8.17
 -965.658   -962.714     1072.46      472.55      188.90       -7.01       -5.74       -2.53    19.09    12.67     8.01
 -962.714   -959.770     1109.62      467.47      199.84       30.15      -10.82        8.41    19.41    12.60     8.24
 -959.770   -956.826     1082.16      494.48      196.76        2.69       16.20        5.33    19.17    12.96     8.18
 -956.826   -953.882     1063.23      465.43      199.84      -16.24      -12.86        8.40    19.00    12.57     8.24
 -953.882   -950.938     1077.02      474.68      207.35       -2.45       -3.61       15.92    19.13    12.70     8.39
 -950.938   -947.994     1076.30      486.92      187.54       -3.17        8.63       -3.90    19.12    12.86     7.98
 -947.994   -945.050     1055.89      456.12      191.62      -23.58      -22.16        0.18    18.94    12.45     8.07
 -945.050   -942.106     1065.99      471.57      185.51      -13.48       -6.71       -5.92    19.03    12.66     7.94
 -942.106   -939.162     1071.24      506.11      190.62       -8.23       27.83       -0.82    19.07    13.11     8.05
 -939.162   -936.218     1111.02      499.27      188.24       31.55       20.98       -3.20    19.43    13.02     8.00
 -936.218   -933.274     1071.88      491.06      196.08       -7.59       12.78        4.65    19.08    12.91     8.16
 -933.274   -930.330     1083.54      475.67      194.38        4.07       -2.62        2.95    19.18    12.71     8.13
 -930.330   -927.386     1051.00      487.69      216.91      -28.47        9.40       25.47    18.89    12.87     8.58
 -927.386   -924.442     1084.85      462.33      192.32        5.38      -15.96        0.89    19.20    12.53     8.08
 -924.442   -921.498     1097.25      473.63      187.56       17.77       -4.66       -3.87    19.31    12.68     7.98
 -921.498   -918.554     1094.41      481.78      186.16       14.94        3.50       -5.27    19.28    12.79     7.95
 -918.554   -915.610     1086.28      473.96      183.47        6.81       -4.32       -7.96    19.21    12.69     7.89
 -915.610   -912.666     1061.45      468.77      183.44      -18.02       -9.51       -7.99    18.99    12.62     7.89
 -912.666   -909.722     1080.11      492.77      193.00        0.64       14.49        1.57    19.15    12.94     8.10
 -909.722   -906.778     1093.05      471.86      187.88       13.58       -6.43       -3.55    19.27    12.66     7.99
 -906.778   -903.834     1070.72      482.77      178.31       -8.74        4.48      -13.12    19.07    12.81     7.78
 -903.834   -900.890     1076.60      476.33      202.89       -2.87       -1.95       11.45    19.12    12.72     8.30
 -900.890   -897.946     1098.45      463.60      174.89       18.98      -14.69      -16.54    19.32    12.55     7.71
 -897.946   -895.002     1084.41      472.52      189.91        4.94       -5.76       -1.52    19.19    12.67     8.03
 -895.002   -892.058     1100.27      495.80      192.30       20.80       17.51        0.87    19.33    12.98     8.08
 -892.058   -889.114     1114.66      482.44      176.61       35.19        4.15      -14.82    19.46    12.80     7.75
 -889.114   -886.170     1093.86      495.51      187.55       14.39       17.22       -3.88    19.28    12.97     7.98
 -886.170   -883.226     1113.68      472.24      196.07       34.21       -6.04        4.64    19.45    12.66     8.16
 -883.226   -880.282     1104.69      473.56      187.53       25.22       -4.72       -3.90    19.37    12.68     7.98
 -880.282   -877.338     1061.80      478.36      186.16      -17.67        0.07       -5.27    18.99    12.75     7.95
 -877.338   -874.394     1107.18      492.07      190.61       27.71       13.79       -0.82    19.39    12.93     8.05
 -874.394   -871.450     1063.29      493.80      200.85      -16.18       15.52        9.42    19.00    12.95     8.26
 -871.450   -868.506     1100.28      476.65      185.83       20.81       -1.64       -5.60    19.33    12.72     7.95
 -868.506   -865.562     1063.28      484.90      182.44      -16.19        6.61       -8.99    19.00    12.83     7.87
 -865.562   -862.618     1056.01      472.94      193.36      -23.46       -5.34        1.93    18.94    12.68     8.10
 -862.618   -859.674     1065.58      461.25      197.76      -13.89      -17.04        6.33    19.02    12.52     8.20
 -859.674   -856.730     1105.99      453.40      193.33       26.52      -24.89        1.90    19.38    12.41     8.10
 -856.730   -853.786     1112.00      471.25      204.62       32.53       -7.03       13.19    19.43    12.65     8.34
 -853.786   -850.842     1053.63      473.94      186.53      -25.84       -4.34       -4.91    18.92    12.69     7.96
 -850.842   -847.898     1073.36      447.23      182.07       -6.11      -31.06       -9.36    19.09    12.32     7.86
 -847.898   -844.954     1116.47      494.12      193.00       37.00       15.84        1.57    19.47    12.96     8.10
 -844.954   -842.010     1076.40      498.26      201.88       -3.07       19.98       10.45    19.12    13.01     8.28
 -842.010   -839.066     1098.20      455.16      185.17       18.73      -23.13       -6.26    19.31    12.43     7.93
 -839.066   -836.122     1082.46      470.53      182.78        2.99       -7.75       -8.66    19.18    12.64     7.88
 -836.122   -833.178     1047.49      488.67      200.85      -31.98       10.39        9.42    18.86    12.88     8.26
 -833.178   -830.234     1104.32      480.72      174.91       24.85        2.44      -16.53    19.37    12.78     7.71
 -830.234   -827.290     1098.97      492.40      183.45       19.50       14.12       -7.98    19.32    12.93     7.89
 -827.290   -824.346     1076.13      457.12      179.68       -3.34      -21.16      -11.76    19.12    12.46     7.81
 -824.346   -821.402     1065.24      486.91      175.26      -14.24        8.62      -16.18    19.02    12.86     7.72
 -821.402   -818.458     1065.33      475.35      196.09      -14.14       -2.93        4.65    19.02    12.71     8.16
 -818.458   -815.514     1086.77      461.91      181.38        7.30      -16.37      -10.05    19.21    12.53     7.85
 -815.514   -812.570     1070.48      468.17      197.80       -8.99      -10.12        6.37    19.07    12.61     8.20
 -812.570   -809.626     1088.24      480.76      193.34        8.77        2.47        1.90    19.23    12.78     8.10
 -809.626   -806.682     1058.48      484.91      203.24      -20.99        6.62       11.81    18.96    12.83     8.31
 -806.682   -803.738     1111.27      481.44      179.35       31.80        3.16      -12.08    19.43    12.79     7.80
 -803.738   -800.794     1107.77      457.84      211.41       28.30      -20.45       19.97    19.40    12.47     8.47
 -800.794   -797.850     1081.85      469.55      201.22        2.37       -8.73        9.79    19.17    12.63     8.27
 -797.850   -794.906     1080.72      476.69      172.54        1.25       -1.60      -18.89    19.16    12.72     7.66
 -794.906   -791.962     1108.85      485.20      194.70       29.38        6.92        3.27    19.41    12.84     8.13
 -791.962   -789.018     1082.45      474.96      195.73        2.98       -3.32        4.30    19.18    12.70     8.15
 -789.018   -786.074     1086.79      485.15      181.38        7.32        6.87      -10.05    19.21    12.84     7.85
 -786.074   -783.130     1082.03      469.79      190.25        2.56       -8.50       -1.19    19.17    12.63     8.04
 -783.130   -780.186     1078.34      468.14      189.26       -1.14      -10.14       -2.17    19.14    12.61     8.02
 -780.186   -777.242     1083.00      448.64      188.57        3.53      -29.65       -2.86    19.18    12.35     8.00
 -777.242   -774.298     1058.40      485.88      182.41      -21.06        7.59       -9.02    18.96    12.85     7.87
 -774.298   -771.354     1092.29      456.78      193.65       12.82      -21.51        2.22    19.26    12.46     8.11
 -771.354   -768.410     1076.00      491.39      198.46       -3.47       13.11        7.02    19.12    12.92     8.21
 -768.410   -765.466     1078.44      499.29      191.31       -1.03       21.00       -0.12    19.14    13.02     8.06
 -765.466   -762.522     1085.77      470.12      176.61        6.30       -8.16      -14.82    19.20    12.64     7.75
 -762.522   -759.578     1075.62      495.82      188.90       -3.85       17.53       -2.53    19.11    12.98     8.01
 -759.578   -756.634     1074.64      468.19      207.36       -4.83      -10.10       15.93    19.11    12.61     8.39
 -756.634   -753.690     1092.99      490.80      201.24       13.53       12.52        9.80    19.27    12.91     8.27
 -753.690   -750.746     1090.44      494.16      188.24       10.97       15.87       -3.19    19.25    12.96     8.00
 -750.746   -747.802     1092.40      496.83      193.66       12.93       18.54        2.23    19.26    12.99     8.11
 -747.802   -744.858     1048.98      492.13      217.93      -30.49       13.85       26.50    18.88    12.93     8.60
 -744.858   -741.914     1065.59      467.10      195.39      -13.88      -11.18        3.96    19.02    12.60     8.15
 -741.914   -738.970     1091.77      486.30      193.70       12.30        8.01        2.27    19.26    12.85     8.11
 -738.970   -736.026     1077.67      491.02      195.04       -1.80       12.73        3.61    19.13    12.91     8.14
 -736.026   -733.082     1061.11      460.92      185.49      -18.36      -17.36       -5.94    18.98    12.51     7.94
 -733.082   -730.138     1114.79      481.85      206.32       35.32        3.56       14.89    19.46    12.79     8.37
 -730.138   -727.194     1080.74      483.19      193.35        1.27        4.91        1.92    19.16    12.81     8.10
 -727.194   -724.250     1090.64      486.57      186.85       11.16        8.29       -4.58    19.25    12.86     7.97
 -724.250   -721.306     1043.62      500.21      163.30      -35.85       21.93      -28.13    18.83    13.04     7.45
 -721.306   -718.362     1086.59      493.44      183.79        7.12       15.15       -7.64    19.21    12.95     7.90
 -718.362   -715.418     1100.95      467.78      195.39       21.48      -10.50        3.96    19.34    12.61     8.15
 -715.418   -712.474     1092.32      471.51      191.96       12.85       -6.77        0.53    19.26    12.65     8.07
 -712.474   -709.530     1097.91      456.87      190.97       18.44      -21.41       -0.46    19.31    12.46     8.05
 -709.530   -706.586     1083.45      470.16      201.18        3.98       -8.12        9.74    19.18    12.64     8.27
 -706.586   -703.642     1103.92      485.68      208.75       24.45        7.39       17.32    19.36    12.84     8.42
 -703.642   -700.698     1077.87      457.50      193.00       -1.60      -20.79        1.56    19.13    12.47     8.10
 -700.698   -697.754     1076.90      480.75      198.44       -2.56        2.47        7.00    19.13    12.78     8.21
 -697.754   -694.810     1047.72      474.25      193.32      -31.75       -4.04        1.89    18.86    12.69     8.10
 -694.810   -691.866     1054.68      485.93      198.80      -24.79        7.64        7.37    18.93    12.85     8.22
 -691.866   -688.922     1084.88      473.26      195.05        5.41       -5.02        3.62    19.20    12.68     8.14
 -688.922   -685.978     1103.41      484.23      185.50       23.94        5.94       -5.93    19.36    12.82     7.94
 -685.978   -683.034     1077.66      508.78      183.09       -1.81       30.50       -8.35    19.13    13.15     7.89
 -683.034   -680.090     1102.32      447.63      203.93       22.85      -30.66       12.50    19.35    12.33     8.32
 -680.090   -677.146     1067.43      489.36      186.88      -12.04       11.07       -4.56    19.04    12.89     7.97
 -677.146   -674.202     1078.33      473.96      192.33       -1.14       -4.33        0.90    19.14    12.69     8.08
 -674.202   -671.258     1084.13      460.96      192.67        4.66      -17.32        1.24    19.19    12.51     8.09
 -671.258   -668.314     1072.28      497.25      184.16       -7.19       18.97       -7.28    19.09    13.00     7.91
 -668.314   -665.370     1059.35      462.96      205.94      -20.12      -15.32       14.51    18.97    12.54     8.36
 -665.370   -662.426     1082.33      472.17      178.31        2.86       -6.12      -13.12    19.17    12.66     7.78
 -662.426   -659.482     1083.88      489.35      192.32        4.41       11.06        0.89    19.19    12.89     8.08
 -659.482   -656.538     1081.37      476.30      179.35        1.90       -1.99      -12.08    19.16    12.72     7.80
 -656.538   -653.594     1079.85      471.28      189.98        0.38       -7.00       -1.46    19.15    12.65     8.03
 -653.594   -650.650     1092.71      470.14      184.80       13.24       -8.14       -6.63    19.27    12.64     7.92
 -650.650   -647.706     1115.45      485.25      188.58       35.98        6.96       -2.86    19.46    12.84     8.00
 -647.706   -644.762     1081.00      492.34      184.10        1.53       14.06       -7.33    19.16    12.93     7.91
 -644.762   -641.818     1080.43      486.27      199.49        0.96        7.99        8.06    19.16    12.85     8.23
 -641.818   -638.874     1083.43      486.23      199.13        3.96        7.94        7.69    19.18    12.85     8.22
 -638.874   -635.930     1073.66      497.24      209.73       -5.81       18.95       18.30    19.10    13.00     8.44
 -635.930   -632.986     1089.32      467.77      197.78        9.85      -10.51        6.34    19.24    12.61     8.20
 -632.986   -630.042     1082.15      495.84      182.09        2.68       17.56       -9.35    19.17    12.98     7.86
 -630.042   -627.098     1051.21      475.28      194.01      -28.26       -3.01        2.58    18.90    12.71     8.12
 -627.098   -624.154     1041.18      468.44      191.97      -38.29       -9.84        0.53    18.81    12.61     8.07
 -624.154   -621.210     1078.73      493.10      182.77       -0.74       14.81       -8.66    19.14    12.94     7.88
 -621.210   -618.266     1043.69      482.46      175.94      -35.78        4.18      -15.49    18.83    12.80     7.73
