#,trigger date,trigger time (t_0),class,goes t_begin,goes t_max,goes t_end,kw-sun,light curve
284,2001-01-09,06:48:29.256 (24509.256),M1.8,06:45,06:50,06:52,http://www.ioffe.ru/LEA/kwsun/2001/20010109_24509.html,https://www.ioffe.ru/LEA/Solar/2SOL20010109T24509.pdf
285,2001-01-10,10:14:53.612 (36893.612),M3.5,10:12,10:16,10:18,http://www.ioffe.ru/LEA/kwsun/2001/20010110_36893.html,https://www.ioffe.ru/LEA/Solar/2SOL20010110T36893.pdf
286,2001-01-20,21:10:22.455 (76222.455),M7.7,21:06,21:20,21:32,http://www.ioffe.ru/LEA/kwsun/2001/20010120_76222.html,https://www.ioffe.ru/LEA/Solar/2SOL20010120T76222.pdf
287,2001-02-01,07:10:43.573 (25843.573),C7.9,07:07,07:12,07:15,http://www.ioffe.ru/LEA/kwsun/2001/20010201_25843.html,https://www.ioffe.ru/LEA/Solar/2SOL20010201T25843.pdf
288,2001-03-08,11:16:45.905 (40605.905),M5.7,11:13,11:18,11:21,http://www.ioffe.ru/LEA/kwsun/2001/20010308_40605.html,https://www.ioffe.ru/LEA/Solar/2SOL20010308T40605.pdf
289,2001-03-09,01:55:33.952 (6933.952),M1.5,01:51,01:57,02:00,http://www.ioffe.ru/LEA/kwsun/2001/20010309_06933.html,https://www.ioffe.ru/LEA/Solar/2SOL20010309T06933.pdf
290,2001-03-10,04:03:18.092 (14598.092),M6.7,04:00,04:05,04:07,http://www.ioffe.ru/LEA/kwsun/2001/20010310_14598.html,https://www.ioffe.ru/LEA/Solar/2SOL20010310T14598.pdf
291,2001-03-20,03:31:43.143 (12703.143),M1.2,03:20,03:33,03:37,http://www.ioffe.ru/LEA/kwsun/2001/20010320_12703.html,https://www.ioffe.ru/LEA/Solar/2SOL20010320T12703.pdf
292,2001-03-21,11:25:12.343 (41112.343),C9.8,11:22,11:27,11:32,http://www.ioffe.ru/LEA/kwsun/2001/20010321_41112.html,https://www.ioffe.ru/LEA/Solar/2SOL20010321T41112.pdf
293,2001-03-24,01:35:09.234 (5709.234),M1.2,01:33,01:38,01:42,http://www.ioffe.ru/LEA/kwsun/2001/20010324_05709.html,https://www.ioffe.ru/LEA/Solar/2SOL20010324T05709.pdf
294,2001-03-25,04:17:23.214 (15443.214),M2.5,04:12,04:24,04:31,http://www.ioffe.ru/LEA/kwsun/2001/20010325_15443.html,https://www.ioffe.ru/LEA/Solar/2SOL20010325T15443.pdf
295,2001-03-25,11:14:44.954 (40484.954),M2.6,10:33,11:16,11:20,http://www.ioffe.ru/LEA/kwsun/2001/20010325_40484.html,https://www.ioffe.ru/LEA/Solar/2SOL20010325T40484.pdf
296,2001-03-27,16:27:36.788 (59256.788),M2.2,16:25,16:30,16:32,http://www.ioffe.ru/LEA/kwsun/2001/20010327_59256.html,https://www.ioffe.ru/LEA/Solar/2SOL20010327T59256.pdf
297,2001-03-28,10:46:07.895 (38767.895),C9.9,10:42,10:47,10:50,http://www.ioffe.ru/LEA/kwsun/2001/20010328_38767.html,https://www.ioffe.ru/LEA/Solar/2SOL20010328T38767.pdf
298,2001-03-29,02:53:17.106 (10397.106),M2.1,02:44,02:56,03:00,http://www.ioffe.ru/LEA/kwsun/2001/20010329_10397.html,https://www.ioffe.ru/LEA/Solar/2SOL20010329T10397.pdf
299,2001-03-29,10:03:19.694 (36199.694),X1.7,09:57,10:15,10:32,http://www.ioffe.ru/LEA/kwsun/2001/20010329_36199.html,https://www.ioffe.ru/LEA/Solar/2SOL20010329T36199.pdf
300,2001-04-02,00:17:20.514 (1040.514),M3.2,00:14,00:28,00:40,http://www.ioffe.ru/LEA/kwsun/2001/20010402_01040.html,https://www.ioffe.ru/LEA/Solar/2SOL20010402T01040.pdf
301,2001-04-02,10:06:00.142 (36360.142),X1.4,10:04,10:14,10:20,http://www.ioffe.ru/LEA/kwsun/2001/20010402_36360.html,https://www.ioffe.ru/LEA/Solar/2SOL20010402T36360.pdf
302,2001-04-02,11:26:35.726 (41195.726),X1.1,10:58,11:36,12:05,http://www.ioffe.ru/LEA/kwsun/2001/20010402_41195.html,https://www.ioffe.ru/LEA/Solar/2SOL20010402T41195.pdf
303,2001-04-02,21:34:55.783 (77695.783),X20,21:32,21:51,22:03,http://www.ioffe.ru/LEA/kwsun/2001/20010402_77695.html,https://www.ioffe.ru/LEA/Solar/2SOL20010402T77695.pdf
304,2001-04-06,19:13:35.472 (69215.472),X5.6,19:10,19:21,19:31,http://www.ioffe.ru/LEA/kwsun/2001/20010406_69215.html,https://www.ioffe.ru/LEA/Solar/2SOL20010406T69215.pdf
305,2001-04-09,15:23:54.793 (55434.793),M7.9,15:20,15:34,16:00,http://www.ioffe.ru/LEA/kwsun/2001/20010409_55434.html,https://www.ioffe.ru/LEA/Solar/2SOL20010409T55434.pdf
306,2001-04-10,05:12:28.362 (18748.362),X2.3,05:06,05:26,05:42,http://www.ioffe.ru/LEA/kwsun/2001/20010410_18748.html,https://www.ioffe.ru/LEA/Solar/2SOL20010410T18748.pdf
307,2001-04-14,17:44:21.249 (63861.249),M1.0,17:15,18:11,18:28,http://www.ioffe.ru/LEA/kwsun/2001/20010414_63861.html,https://www.ioffe.ru/LEA/Solar/2SOL20010414T63861.pdf
308,2001-04-15,04:06:03.211 (14763.211),C2.2,04:04,04:08,04:12,http://www.ioffe.ru/LEA/kwsun/2001/20010415_14763.html,https://www.ioffe.ru/LEA/Solar/2SOL20010415T14763.pdf
309,2001-04-15,13:44:39.258 (49479.258),X14.4,13:19,13:50,13:55,http://www.ioffe.ru/LEA/kwsun/2001/20010415_49479.html,https://www.ioffe.ru/LEA/Solar/2SOL20010415T49479.pdf
310,2001-04-20,21:30:16.975 (77416.975),C8.0,21:28,21:34,21:40,http://www.ioffe.ru/LEA/kwsun/2001/20010420_77416.html,https://www.ioffe.ru/LEA/Solar/2SOL20010420T77416.pdf
311,2001-04-21,19:31:40.060 (70300.060),C1.7,19:29,19:33,19:36,http://www.ioffe.ru/LEA/kwsun/2001/20010421_70300.html,https://www.ioffe.ru/LEA/Solar/2SOL20010421T70300.pdf
312,2001-04-22,20:40:25.090 (74425.090),M3.2,20:37,20:44,20:47,http://www.ioffe.ru/LEA/kwsun/2001/20010422_74425.html,https://www.ioffe.ru/LEA/Solar/2SOL20010422T74425.pdf
313,2001-04-24,22:21:39.229 (80499.229),M1.8,22:14,22:24,22:30,http://www.ioffe.ru/LEA/kwsun/2001/20010424_80499.html,https://www.ioffe.ru/LEA/Solar/2SOL20010424T80499.pdf
314,2001-04-25,13:43:25.303 (49405.303),M2.7,13:39,13:48,13:59,http://www.ioffe.ru/LEA/kwsun/2001/20010425_49405.html,https://www.ioffe.ru/LEA/Solar/2SOL20010425T49405.pdf
315,2001-04-26,13:08:14.519 (47294.519),M7.8,11:26,13:12,13:19,http://www.ioffe.ru/LEA/kwsun/2001/20010426_47294.html,https://www.ioffe.ru/LEA/Solar/2SOL20010426T47294.pdf
316,2001-05-02,00:36:00.240 (2160.240),M1.8,00:32,00:40,00:47,http://www.ioffe.ru/LEA/kwsun/2001/20010502_02160.html,https://www.ioffe.ru/LEA/Solar/2SOL20010502T02160.pdf
317,2001-05-12,23:27:24.736 (84444.736),M3.0,22:42,23:35,23:45,http://www.ioffe.ru/LEA/kwsun/2001/20010512_84444.html,https://www.ioffe.ru/LEA/Solar/2SOL20010512T84444.pdf
318,2001-05-20,06:01:52.605 (21712.605),M6.4,06:00,06:03,06:06,http://www.ioffe.ru/LEA/kwsun/2001/20010520_21712.html,https://www.ioffe.ru/LEA/Solar/2SOL20010520T21712.pdf
319,2001-06-04,08:08:05.288 (29285.288),M2.4,08:03,08:12,08:20,http://www.ioffe.ru/LEA/kwsun/2001/20010604_29285.html,https://www.ioffe.ru/LEA/Solar/2SOL20010604T29285.pdf
320,2001-06-05,04:45:39.334 (17139.334),M2.5,04:41,04:51,05:01,http://www.ioffe.ru/LEA/kwsun/2001/20010605_17139.html,https://www.ioffe.ru/LEA/Solar/2SOL20010605T17139.pdf
321,2001-06-13,11:36:52.168 (41812.168),M7.8,11:22,11:42,11:51,http://www.ioffe.ru/LEA/kwsun/2001/20010613_41812.html,https://www.ioffe.ru/LEA/Solar/2SOL20010613T41812.pdf
322,2001-06-15,10:11:17.561 (36677.561),M6.3,10:01,10:13,10:20,http://www.ioffe.ru/LEA/kwsun/2001/20010615_36677.html,https://www.ioffe.ru/LEA/Solar/2SOL20010615T36677.pdf
323,2001-06-23,00:12:49.539 (769.539),M5.6,00:10,00:15,00:20,http://www.ioffe.ru/LEA/kwsun/2001/20010623_00769.html,https://www.ioffe.ru/LEA/Solar/2SOL20010623T00769.pdf
324,2001-06-24,03:13:27.353 (11607.353),C2.9,03:10,03:14,03:17,http://www.ioffe.ru/LEA/kwsun/2001/20010624_11607.html,https://www.ioffe.ru/LEA/Solar/2SOL20010624T11607.pdf
325,2001-07-19,09:57:29.052 (35849.052),M1.8,09:52,10:04,10:17,http://www.ioffe.ru/LEA/kwsun/2001/20010719_35849.html,https://www.ioffe.ru/LEA/Solar/2SOL20010719T35849.pdf
326,2001-08-03,03:05:39.704 (11139.704),M1.5,03:02,03:07,03:09,http://www.ioffe.ru/LEA/kwsun/2001/20010803_11139.html,https://www.ioffe.ru/LEA/Solar/2SOL20010803T11139.pdf
327,2001-08-05,15:03:33.020 (54213.020),C3.5,15:00,15:04,15:07,http://www.ioffe.ru/LEA/kwsun/2001/20010805_54213.html,https://www.ioffe.ru/LEA/Solar/2SOL20010805T54213.pdf
328,2001-08-05,22:19:59.162 (80399.162),M4.9,22:16,22:24,22:29,http://www.ioffe.ru/LEA/kwsun/2001/20010805_80399.html,https://www.ioffe.ru/LEA/Solar/2SOL20010805T80399.pdf
329,2001-08-07,07:29:03.481 (26943.481),M1.1,07:26,07:37,07:47,http://www.ioffe.ru/LEA/kwsun/2001/20010807_26943.html,https://www.ioffe.ru/LEA/Solar/2SOL20010807T26943.pdf
330,2001-08-07,12:55:00.101 (46500.101),C2.8,12:33,13:03,13:10,http://www.ioffe.ru/LEA/kwsun/2001/20010807_46500.html,https://www.ioffe.ru/LEA/Solar/2SOL20010807T46500.pdf
331,2001-08-07,16:26:23.983 (59183.983),C3.6,16:23,16:28,16:33,http://www.ioffe.ru/LEA/kwsun/2001/20010807_59183.html,https://www.ioffe.ru/LEA/Solar/2SOL20010807T59183.pdf
332,2001-08-10,01:32:27.478 (5547.478),C8.0,01:28,01:36,01:43,http://www.ioffe.ru/LEA/kwsun/2001/20010810_05547.html,https://www.ioffe.ru/LEA/Solar/2SOL20010810T05547.pdf
333,2001-08-21,21:55:00.351 (78900.351),M1.5,21:51,21:57,22:00,http://www.ioffe.ru/LEA/kwsun/2001/20010821_78900.html,https://www.ioffe.ru/LEA/Solar/2SOL20010821T78900.pdf
