  769.539 - KW trigger time, seconds UT.
  770.908 - corresponding geocenter time (corrected for light propagation from Wind spacecraft to the Earth).
15.935 keV	67.294 keV - energy interval of channel G1.
67.294 keV	277.399 keV - energy interval of channel G2.
277.399 keV	1098.114 keV - energy interval of channel G3.

t1	t2 - begin and end of time bin.
G1	G2	G3 - dead-time corrected count rate counts/s in G1, G2, G3.
G1bgsub	G2bgsub	G3bgsub - dead-time corrected and background substracted count rate counts/s in G1, G2, G3.
eG1	eG2	eG3 - their errors (1 sigma level).

       t1         t2          G1          G2          G3     G1bgsub     G2bgsub     G3bgsub      eG1      eG2      eG3
-1999.316  -1996.372     1093.84      403.97      116.09       18.09       -8.46       -3.98    19.28    11.71     6.28
-1996.372  -1993.428     1063.04      426.15      126.64      -12.71       13.72        6.57    19.00    12.03     6.56
-1993.428  -1990.484     1091.45      409.40      118.13       15.70       -3.03       -1.94    19.25    11.79     6.33
-1990.484  -1987.540     1049.01      421.38      127.67      -26.74        8.95        7.60    18.88    11.96     6.58
-1987.540  -1984.596     1074.26      411.80      117.45       -1.49       -0.63       -2.62    19.10    11.83     6.32
-1984.596  -1981.652     1083.23      414.53      117.78        7.48        2.10       -2.28    19.18    11.87     6.33
-1981.652  -1978.708     1076.37      399.86      126.64        0.61      -12.57        6.57    19.12    11.65     6.56
-1978.708  -1975.764     1096.30      412.16      122.90       20.55       -0.27        2.83    19.30    11.83     6.46
-1975.764  -1972.820     1045.87      404.99      117.11      -29.88       -7.44       -2.96    18.85    11.73     6.31
-1972.820  -1969.876     1115.10      419.99      111.65       39.35        7.55       -8.41    19.46    11.94     6.16
-1969.876  -1966.932     1056.92      422.42      124.26      -18.83        9.99        4.20    18.95    11.98     6.50
-1966.932  -1963.988     1085.61      405.68      123.58        9.86       -6.75        3.51    19.20    11.74     6.48
-1963.988  -1961.044     1065.00      415.52      113.35      -10.75        3.09       -6.72    19.02    11.88     6.21
-1961.044  -1958.100     1073.61      412.49      127.66       -2.14        0.05        7.59    19.10    11.84     6.58
-1958.100  -1955.156     1079.37      413.13      110.28        3.61        0.70       -9.78    19.15    11.85     6.12
-1955.156  -1952.212     1068.80      399.86      117.45       -6.95      -12.57       -2.62    19.05    11.65     6.32
-1952.212  -1949.268     1063.61      387.89      125.61      -12.14      -24.55        5.54    19.01    11.48     6.53
-1949.268  -1946.324     1066.05      415.90      115.06       -9.70        3.47       -5.01    19.03    11.89     6.25
-1946.324  -1943.380     1063.31      396.10      116.77      -12.44      -16.34       -3.30    19.00    11.60     6.30
-1943.380  -1940.436     1052.71      407.71      125.62      -23.04       -4.72        5.55    18.91    11.77     6.53
-1940.436  -1937.492     1090.05      419.99      122.20       14.30        7.56        2.13    19.24    11.94     6.44
-1937.492  -1934.548     1073.61      411.12      128.68       -2.14       -1.31        8.61    19.10    11.82     6.61
-1934.548  -1931.604     1096.88      405.98      125.95       21.14       -6.45        5.88    19.30    11.74     6.54
-1931.604  -1928.660     1056.88      419.32      122.55      -18.87        6.88        2.48    18.95    11.93     6.45
-1928.660  -1925.716     1066.84      409.77      125.96       -8.91       -2.66        5.90    19.04    11.80     6.54
-1925.716  -1922.772     1058.23      432.64      123.23      -17.52       20.20        3.16    18.96    12.12     6.47
-1922.772  -1919.828     1099.73      423.77      113.03       23.98       11.34       -7.04    19.33    12.00     6.20
-1919.828  -1916.884     1068.84      404.97      110.29       -6.92       -7.46       -9.78    19.05    11.73     6.12
-1916.884  -1913.940     1064.35      414.16      111.31      -11.40        1.73       -8.76    19.01    11.86     6.15
-1913.940  -1910.996     1057.76      400.19      120.16      -18.00      -12.24        0.10    18.95    11.66     6.39
-1910.996  -1908.052     1053.98      410.06      109.60      -21.77       -2.37      -10.46    18.92    11.80     6.10
-1908.052  -1905.108     1073.30      404.29      118.81       -2.45       -8.14       -1.26    19.09    11.72     6.35
-1905.108  -1902.164     1062.35      415.23      125.28      -13.40        2.80        5.21    19.00    11.88     6.52
-1902.164  -1899.220     1084.63      407.38      127.32        8.88       -5.05        7.25    19.19    11.76     6.58
-1899.220  -1896.276     1034.62      422.07      120.52      -41.12        9.64        0.45    18.75    11.97     6.40
-1896.276  -1893.332     1053.48      420.02      117.79      -22.27        7.59       -2.28    18.92    11.95     6.33
-1893.332  -1890.388     1066.13      416.92      120.85       -9.62        4.49        0.78    19.03    11.90     6.41
-1890.388  -1887.444     1098.64      414.86      128.67       22.89        2.43        8.60    19.32    11.87     6.61
-1887.444  -1884.500     1050.69      409.43      122.89      -25.07       -3.00        2.83    18.89    11.79     6.46
-1884.500  -1881.556     1079.39      404.95      120.16        3.64       -7.49        0.09    19.15    11.73     6.39
-1881.556  -1878.612     1100.41      413.19      132.09       24.66        0.76       12.02    19.33    11.85     6.70
-1878.612  -1875.668     1066.20      434.72      131.07       -9.55       22.28       11.01    19.03    12.15     6.67
-1875.668  -1872.724     1064.63      408.03      121.52      -11.12       -4.40        1.46    19.02    11.77     6.42
-1872.724  -1869.780     1089.77      420.68      114.04       14.02        8.24       -6.03    19.24    11.95     6.22
-1869.780  -1866.836     1054.74      407.72      119.83      -21.01       -4.71       -0.24    18.93    11.77     6.38
-1866.836  -1863.892     1040.73      412.14      126.64      -35.02       -0.29        6.57    18.80    11.83     6.56
-1863.892  -1860.948     1111.60      398.81      118.46       35.85      -13.62       -1.61    19.43    11.64     6.34
-1860.948  -1858.004     1061.92      415.55      107.91      -13.82        3.12      -12.16    18.99    11.88     6.05
-1858.004  -1855.060     1131.63      409.78      131.07       55.88       -2.65       11.00    19.61    11.80     6.67
-1855.060  -1852.116     1073.28      416.57      116.08       -2.47        4.13       -3.99    19.09    11.89     6.28
-1852.116  -1849.172     1109.30      417.95      109.27       33.55        5.52      -10.79    19.41    11.91     6.09
-1849.172  -1846.228     1068.11      416.23      112.34       -7.64        3.80       -7.73    19.05    11.89     6.18
-1846.228  -1843.284     1075.62      403.59      104.84       -0.13       -8.85      -15.23    19.11    11.71     5.97
-1843.284  -1840.340     1099.28      391.31      116.42       23.53      -21.12       -3.65    19.32    11.53     6.29
-1840.340  -1837.396     1083.93      414.86      117.10        8.18        2.43       -2.97    19.19    11.87     6.31
-1837.396  -1834.452     1074.02      430.58      119.48       -1.74       18.15       -0.58    19.10    12.09     6.37
-1834.452  -1831.508     1112.80      423.44      127.67       37.05       11.01        7.60    19.44    11.99     6.58
-1831.508  -1828.564     1071.82      404.62      106.88       -3.93       -7.81      -13.19    19.08    11.72     6.03
-1828.564  -1825.620     1077.05      402.59      114.38        1.29       -9.85       -5.69    19.13    11.69     6.23
-1825.620  -1822.676     1111.68      394.41      126.30       35.93      -18.03        6.23    19.43    11.57     6.55
-1822.676  -1819.732     1042.75      416.24      122.89      -33.00        3.81        2.82    18.82    11.89     6.46
-1819.732  -1816.788     1083.94      404.31      131.07        8.19       -8.12       11.01    19.19    11.72     6.67
-1816.788  -1813.844     1049.59      406.01      122.89      -26.16       -6.43        2.83    18.88    11.74     6.46
-1813.844  -1810.900     1099.09      420.37      129.72       23.34        7.94        9.65    19.32    11.95     6.64
-1810.900  -1807.956     1076.47      433.34      120.18        0.72       20.91        0.11    19.12    12.13     6.39
-1807.956  -1805.012     1079.59      437.44      126.30        3.84       25.01        6.23    19.15    12.19     6.55
-1805.012  -1802.068     1068.05      397.78      114.03       -7.70      -14.65       -6.04    19.05    11.62     6.22
-1802.068  -1799.124     1048.54      403.61      117.10      -27.21       -8.82       -2.96    18.87    11.71     6.31
-1799.124  -1796.180     1053.47      412.50      129.02      -22.29        0.07        8.96    18.92    11.84     6.62
-1796.180  -1793.236     1063.22      396.39      114.03      -12.53      -16.04       -6.04    19.00    11.60     6.22
-1793.236  -1790.292     1099.26      403.92      113.01       23.50       -8.51       -7.06    19.32    11.71     6.20
-1790.292  -1787.348     1081.82      398.81      118.12        6.07      -13.62       -1.95    19.17    11.64     6.33
-1787.348  -1784.404     1120.24      407.71      118.47       44.49       -4.72       -1.60    19.51    11.77     6.34
-1784.404  -1781.460     1051.04      425.80      114.72      -24.71       13.37       -5.35    18.89    12.03     6.24
-1781.460  -1778.516     1093.96      414.24      130.40       18.21        1.80       10.34    19.28    11.86     6.66
-1778.516  -1775.572     1052.34      401.54      115.74      -23.41      -10.89       -4.33    18.91    11.68     6.27
-1775.572  -1772.628     1053.11      414.89      136.18      -22.64        2.46       16.11    18.91    11.87     6.80
-1772.628  -1769.684     1086.95      395.75      112.68       11.20      -16.68       -7.39    19.21    11.59     6.19
-1769.684  -1766.740     1079.55      418.67      111.33        3.80        6.24       -8.74    19.15    11.93     6.15
-1766.740  -1763.796     1075.70      408.40      123.23       -0.05       -4.04        3.17    19.11    11.78     6.47
-1763.796  -1760.852     1072.31      407.38      123.58       -3.44       -5.05        3.51    19.09    11.76     6.48
-1760.852  -1757.908     1097.28      409.42      123.92       21.53       -3.01        3.85    19.31    11.79     6.49
-1757.908  -1754.964     1068.17      416.94      122.22       -7.58        4.51        2.15    19.05    11.90     6.44
-1754.964  -1752.020     1089.49      430.62      121.20       13.74       18.18        1.13    19.24    12.09     6.42
-1752.020  -1749.076     1091.19      438.12      126.64       15.45       25.68        6.58    19.25    12.20     6.56
-1749.076  -1746.132     1083.27      438.09      117.78        7.52       25.66       -2.29    19.18    12.20     6.33
-1746.132  -1743.188     1071.66      401.62      119.17       -4.09      -10.81       -0.90    19.08    11.68     6.36
-1743.188  -1740.244     1085.58      394.71      113.35        9.83      -17.72       -6.71    19.20    11.58     6.21
-1740.244  -1737.300     1072.24      406.69      120.85       -3.51       -5.75        0.78    19.08    11.75     6.41
-1737.300  -1734.356     1084.93      413.16      116.08        9.18        0.72       -3.99    19.20    11.85     6.28
-1734.356  -1731.412     1074.69      405.68      126.30       -1.06       -6.76        6.24    19.11    11.74     6.55
-1731.412  -1728.468     1054.71      399.50      129.69      -21.04      -12.93        9.63    18.93    11.65     6.64
-1728.468  -1725.524     1081.95      428.90      116.09        6.20       16.47       -3.98    19.17    12.07     6.28
-1725.524  -1722.580     1052.66      407.69      123.91      -23.09       -4.74        3.84    18.91    11.77     6.49
-1722.580  -1719.636     1069.46      390.31      122.90       -6.29      -22.12        2.83    19.06    11.51     6.46
-1719.636  -1716.692     1077.60      380.01      111.30        1.85      -32.42       -8.76    19.13    11.36     6.15
-1716.692  -1713.748     1047.86      408.04      112.67      -27.89       -4.39       -7.39    18.87    11.77     6.19
-1713.748  -1710.804     1051.97      401.20      111.65      -23.78      -11.23       -8.41    18.90    11.67     6.16
