#,trigger date,trigger time (t_0),class,goes t_begin,goes t_max,goes t_end,kw-sun,light curve
973,2022-01-20,05:55:37.992 (21337.992),M5.5,05:41,06:01,06:12,http://www.ioffe.ru/LEA/kwsun/2022/20220120_21337.html,https://www.ioffe.ru/LEA/Solar/2SOL20220120T21337.pdf
974,2022-03-30,17:31:06.179 (63066.179),X1.3,17:21,17:37,17:46,http://www.ioffe.ru/LEA/kwsun/2022/20220330_63066.html,https://www.ioffe.ru/LEA/Solar/2SOL20220330T63066.pdf
975,2022-03-31,18:28:04.815 (66484.815),M9.6,18:17,18:35,18:45,http://www.ioffe.ru/LEA/kwsun/2022/20220331_66484.html,https://www.ioffe.ru/LEA/Solar/2SOL20220331T66484.pdf
976,2022-04-17,22:32:20.248 (81140.248),M4.4,22:28,22:34,22:40,http://www.ioffe.ru/LEA/kwsun/2022/20220417_81140.html,https://www.ioffe.ru/LEA/Solar/2SOL20220417T81140.pdf
977,2022-04-20,03:54:30.711 (14070.711),X2.2,03:41,03:57,04:04,http://www.ioffe.ru/LEA/kwsun/2022/20220420_14070.html,https://www.ioffe.ru/LEA/Solar/2SOL20220420T14070.pdf
978,2022-04-21,01:53:46.253 (6826.253),M9.6,01:47,01:59,02:05,http://www.ioffe.ru/LEA/kwsun/2022/20220421_06826.html,https://www.ioffe.ru/LEA/Solar/2SOL20220421T06826.pdf
979,2022-04-21,21:03:43.100 (75823.100),C7.0,20:58,21:04,21:08,http://www.ioffe.ru/LEA/kwsun/2022/20220421_75823.html,https://www.ioffe.ru/LEA/Solar/2SOL20220421T75823.pdf
980,2022-04-22,13:23:39.603 (48219.603),M3.4,13:16,13:25,13:30,http://www.ioffe.ru/LEA/kwsun/2022/20220422_48219.html,https://www.ioffe.ru/LEA/Solar/2SOL20220422T48219.pdf
981,2022-04-30,05:28:30.826 (19710.826),M1.4,05:25,05:34,05:40,http://www.ioffe.ru/LEA/kwsun/2022/20220430_19710.html,https://www.ioffe.ru/LEA/Solar/2SOL20220430T19710.pdf
982,2022-04-30,09:54:16.632 (35656.632),M4.8,09:48,09:58,10:05,http://www.ioffe.ru/LEA/kwsun/2022/20220430_35656.html,https://www.ioffe.ru/LEA/Solar/2SOL20220430T35656.pdf
983,2022-04-30,13:42:42.134 (49362.134),X1.1,13:37,13:47,13:52,http://www.ioffe.ru/LEA/kwsun/2022/20220430_49362.html,https://www.ioffe.ru/LEA/Solar/2SOL20220430T49362.pdf
984,2022-05-04,00:15:50.530 (950.530),M5.3,00:08,00:19,00:25,http://www.ioffe.ru/LEA/kwsun/2022/20220504_00950.html,https://www.ioffe.ru/LEA/Solar/2SOL20220504T00950.pdf
985,2022-05-07,15:06:08.356 (54368.356),C2.2,15:00,15:07,15:13,http://www.ioffe.ru/LEA/kwsun/2022/20220507_54368.html,https://www.ioffe.ru/LEA/Solar/2SOL20220507T54368.pdf
986,2022-05-10,13:55:07.403 (50107.403),X1.5,13:50,13:55,13:59,http://www.ioffe.ru/LEA/kwsun/2022/20220510_50107.html,https://www.ioffe.ru/LEA/Solar/2SOL20220510T50107.pdf
987,2022-05-20,07:43:45.400 (27825.400),M3.0,07:35,07:45,07:49,http://www.ioffe.ru/LEA/kwsun/2022/20220520_27825.html,https://www.ioffe.ru/LEA/Solar/2SOL20220520T27825.pdf
988,2022-07-14,21:45:34.799 (78334.799),M2.8,21:42,21:48,21:53,http://www.ioffe.ru/LEA/kwsun/2022/20220714_78334.html,https://www.ioffe.ru/LEA/Solar/2SOL20220714T78334.pdf
989,2022-08-15,16:53:59.701 (60839.701),M2.7,16:40,16:54,16:58,http://www.ioffe.ru/LEA/kwsun/2022/20220815_60839.html,https://www.ioffe.ru/LEA/Solar/2SOL20220815T60839.pdf
990,2022-08-27,09:15:42.306 (33342.306),C4.4,09:11,09:16,09:21,http://www.ioffe.ru/LEA/kwsun/2022/20220827_33342.html,https://www.ioffe.ru/LEA/Solar/2SOL20220827T33342.pdf
991,2022-08-29,11:06:20.617 (39980.617),M8.6,10:48,11:08,11:12,http://www.ioffe.ru/LEA/kwsun/2022/20220829_39980.html,https://www.ioffe.ru/LEA/Solar/2SOL20220829T39980.pdf
992,2022-09-12,23:43:44.855 (85424.855),M1.7,23:37,23:44,23:48,http://www.ioffe.ru/LEA/kwsun/2022/20220912_85424.html,https://www.ioffe.ru/LEA/Solar/2SOL20220912T85424.pdf
993,2022-09-16,09:47:43.705 (35263.705),M7.9,09:44,09:49,09:56,http://www.ioffe.ru/LEA/kwsun/2022/20220916_35263.html,https://www.ioffe.ru/LEA/Solar/2SOL20220916T35263.pdf
994,2022-09-16,15:50:48.012 (57048.012),M6.2,15:49,15:59,16:12,http://www.ioffe.ru/LEA/kwsun/2022/20220916_57048.html,https://www.ioffe.ru/LEA/Solar/2SOL20220916T57048.pdf
995,2022-09-23,11:32:20.130 (41540.130),C7.2,11:29,11:33,11:37,http://www.ioffe.ru/LEA/kwsun/2022/20220923_41540.html,https://www.ioffe.ru/LEA/Solar/2SOL20220923T41540.pdf
996,2022-09-29,11:55:04.071 (42904.071),C5.7,11:50,12:01,13:09,http://www.ioffe.ru/LEA/kwsun/2022/20220929_42904.html,https://www.ioffe.ru/LEA/Solar/2SOL20220929T42904.pdf
997,2022-10-01,20:03:08.150 (72188.150),M5.8,19:58,20:10,20:16,http://www.ioffe.ru/LEA/kwsun/2022/20221001_72188.html,https://www.ioffe.ru/LEA/Solar/2SOL20221001T72188.pdf
998,2022-10-02,02:19:42.708 (8382.708),M8.7,02:08,02:21,02:26,http://www.ioffe.ru/LEA/kwsun/2022/20221002_08382.html,https://www.ioffe.ru/LEA/Solar/2SOL20221002T08382.pdf
999,2022-10-02,20:21:04.926 (73264.926),X1.0,19:53,20:25,20:34,http://www.ioffe.ru/LEA/kwsun/2022/20221002_73264.html,https://www.ioffe.ru/LEA/Solar/2SOL20221002T73264.pdf
1000,2022-10-11,08:40:42.110 (31242.110),M3.9,08:36,08:42,08:46,http://www.ioffe.ru/LEA/kwsun/2022/20221011_31242.html,https://www.ioffe.ru/LEA/Solar/2SOL20221011T31242.pdf
1001,2022-10-11,10:50:46.971 (39046.971),M1.5,10:47,10:52,10:57,http://www.ioffe.ru/LEA/kwsun/2022/20221011_39046.html,https://www.ioffe.ru/LEA/Solar/2SOL20221011T39046.pdf
1002,2022-10-12,14:17:50.268 (51470.268),C8.8,14:14,14:18,14:22,http://www.ioffe.ru/LEA/kwsun/2022/20221012_51470.html,https://www.ioffe.ru/LEA/Solar/2SOL20221012T51470.pdf
1003,2022-11-11,03:15:48.957 (11748.957),C2.5,03:10,03:20,03:26,http://www.ioffe.ru/LEA/kwsun/2022/20221111_11748.html,https://www.ioffe.ru/LEA/Solar/2SOL20221111T11748.pdf
1004,2022-11-11,11:39:28.529 (41968.529),M1.2,11:27,11:40,11:46,http://www.ioffe.ru/LEA/kwsun/2022/20221111_41968.html,https://www.ioffe.ru/LEA/Solar/2SOL20221111T41968.pdf
