  950.530 - KW trigger time, seconds UT.
  954.805 - corresponding geocenter time (corrected for light propagation from Wind spacecraft to the Earth).
18.991 keV	80.196 keV - energy interval of channel G1.
80.196 keV	330.584 keV - energy interval of channel G2.
330.584 keV	1308.649 keV - energy interval of channel G3.

t1	t2 - begin and end of time bin.
G1	G2	G3 - dead-time corrected count rate counts/s in G1, G2, G3.
G1bgsub	G2bgsub	G3bgsub - dead-time corrected and background substracted count rate counts/s in G1, G2, G3.
eG1	eG2	eG3 - their errors (1 sigma level).

       t1         t2          G1          G2          G3     G1bgsub     G2bgsub     G3bgsub      eG1      eG2      eG3
 -597.591   -594.647     1084.05      373.02      167.45       12.71        4.67        6.80    19.19    11.26     7.54
 -594.647   -591.703     1069.29      361.75      158.58       -2.06       -6.60       -2.06    19.06    11.09     7.34
 -591.703   -588.759     1078.85      370.95      155.50        7.51        2.60       -5.15    19.14    11.22     7.27
 -588.759   -585.815     1085.82      363.50      168.16       14.48       -4.86        7.51    19.20    11.11     7.56
 -585.815   -582.871     1094.76      368.28      167.81       23.42       -0.07        7.16    19.28    11.19     7.55
 -582.871   -579.927     1057.29      377.12      157.90      -14.05        8.77       -2.75    18.95    11.32     7.32
 -579.927   -576.983     1112.51      352.87      159.61       41.17      -15.49       -1.04    19.44    10.95     7.36
 -576.983   -574.039     1090.57      370.64      159.27       19.23        2.29       -1.38    19.25    11.22     7.36
 -574.039   -571.095     1063.51      374.08      172.92       -7.83        5.72       12.28    19.01    11.27     7.66
 -571.095   -568.151     1066.15      359.70      160.63       -5.19       -8.66       -0.02    19.03    11.05     7.39
 -568.151   -565.207     1069.21      357.97      170.85       -2.13      -10.38       10.20    19.06    11.03     7.62
 -565.207   -562.263     1066.57      383.29      155.86       -4.77       14.93       -4.79    19.03    11.41     7.28
 -562.263   -559.319     1054.52      372.67      171.53      -16.82        4.32       10.89    18.93    11.25     7.63
 -559.319   -556.375     1081.04      404.12      151.41        9.70       35.76       -9.24    19.16    11.72     7.17
 -556.375   -553.431     1080.96      379.52      164.04        9.63       11.17        3.39    19.16    11.35     7.46
 -553.431   -550.487     1100.52      354.27      162.35       29.18      -14.08        1.71    19.33    10.97     7.43
 -550.487   -547.543     1030.89      371.34      162.00      -40.45        2.99        1.35    18.71    11.23     7.42
 -547.543   -544.599     1081.00      376.45      159.61        9.67        8.10       -1.04    19.16    11.31     7.36
 -544.599   -541.655     1042.27      376.15      162.70      -29.07        7.80        2.05    18.82    11.30     7.43
 -541.655   -538.711     1067.52      362.76      156.53       -3.82       -5.59       -4.12    19.04    11.10     7.29
 -538.711   -535.767     1087.21      363.84      163.38       15.87       -4.51        2.73    19.22    11.12     7.45
 -535.767   -532.823     1094.22      363.43      158.23       22.88       -4.92       -2.42    19.28    11.11     7.33
