#,trigger date,trigger time (t_0),class,goes t_begin,goes t_max,goes t_end,kw-sun,light curve
1045,2024-01-23,03:25:13.819 (12313.819),M5.1,03:09,03:31,03:38,http://www.ioffe.ru/LEA/kwsun/2024/20240123_12313.html,https://www.ioffe.ru/LEA/Solar/2SOL20240123T12313.pdf
1046,2024-01-29,04:17:14.050 (15434.050),M6.8,03:54,04:38,05:15,http://www.ioffe.ru/LEA/kwsun/2024/20240129_15434.html,https://www.ioffe.ru/LEA/Solar/2SOL20240129T15434.pdf
1047,2024-02-04,20:56:09.856 (75369.856),M1.2,20:52,20:57,21:01,http://www.ioffe.ru/LEA/kwsun/2024/20240204_75369.html,https://www.ioffe.ru/LEA/Solar/2SOL20240204T75369.pdf
1048,2024-02-05,06:19:57.877 (22797.877),M1.4,06:10,06:22,06:26,http://www.ioffe.ru/LEA/kwsun/2024/20240205_22797.html,https://www.ioffe.ru/LEA/Solar/2SOL20240205T22797.pdf
1049,2024-02-08,19:01:44.803 (68504.803),M1.3,18:56,19:02,19:06,http://www.ioffe.ru/LEA/kwsun/2024/20240208_68504.html,https://www.ioffe.ru/LEA/Solar/2SOL20240208T68504.pdf
1050,2024-02-09,00:39:38.255 (2378.255),M3.1,00:36,00:41,00:45,http://www.ioffe.ru/LEA/kwsun/2024/20240209_02378.html,https://www.ioffe.ru/LEA/Solar/2SOL20240209T02378.pdf
1051,2024-02-09,13:08:49.511 (47329.511),X3.3,12:53,13:14,13:32,http://www.ioffe.ru/LEA/kwsun/2024/20240209_47329.html,https://www.ioffe.ru/LEA/Solar/2SOL20240209T47329.pdf
1052,2024-02-16,06:50:54.592 (24654.592),X2.5,06:42,06:53,06:58,http://www.ioffe.ru/LEA/kwsun/2024/20240216_24654.html,https://www.ioffe.ru/LEA/Solar/2SOL20240216T24654.pdf
1053,2024-02-22,06:29:11.413 (23351.413),X1.7,06:17,06:32,06:40,http://www.ioffe.ru/LEA/kwsun/2024/20240222_23351.html,https://www.ioffe.ru/LEA/Solar/2SOL20240222T23351.pdf
1054,2024-02-22,22:25:28.708 (80728.708),X6.3,22:08,22:34,22:43,http://www.ioffe.ru/LEA/kwsun/2024/20240222_80728.html,https://www.ioffe.ru/LEA/Solar/2SOL20240222T80728.pdf
1055,2024-03-01,01:24:05.850 (5045.850),C3.9,01:21,01:25,01:29,http://www.ioffe.ru/LEA/kwsun/2024/20240301_05045.html,https://www.ioffe.ru/LEA/Solar/2SOL20240301T05045.pdf
1056,2024-03-10,12:08:34.866 (43714.866),M7.4,12:00,12:13,12:20,http://www.ioffe.ru/LEA/kwsun/2024/20240310_43714.html,https://www.ioffe.ru/LEA/Solar/2SOL20240310T43714.pdf
1057,2024-03-25,06:43:18.517 (24198.517),M4.4,06:37,06:44,06:48,http://www.ioffe.ru/LEA/kwsun/2024/20240325_24198.html,https://www.ioffe.ru/LEA/Solar/2SOL20240325T24198.pdf
1058,2024-03-25,22:29:22.597 (80962.597),C4.7,22:25,22:31,22:35,http://www.ioffe.ru/LEA/kwsun/2024/20240325_80962.html,https://www.ioffe.ru/LEA/Solar/2SOL20240325T80962.pdf
1059,2024-03-26,00:35:28.123 (2128.123),M1.8,00:28,00:36,00:40,http://www.ioffe.ru/LEA/kwsun/2024/20240326_02128.html,https://www.ioffe.ru/LEA/Solar/2SOL20240326T02128.pdf
1060,2024-03-30,21:12:55.929 (76375.929),M9.4,21:01,21:16,22:15,http://www.ioffe.ru/LEA/kwsun/2024/20240330_76375.html,https://www.ioffe.ru/LEA/Solar/2SOL20240330T76375.pdf
1061,2024-04-12,17:52:37.175 (64357.175),C8.9,17:45,17:55,17:59,http://www.ioffe.ru/LEA/kwsun/2024/20240412_64357.html,https://www.ioffe.ru/LEA/Solar/2SOL20240412T64357.pdf
1062,2024-04-13,05:00:47.337 (18047.337),M2.4,04:58,05:02,05:06,http://www.ioffe.ru/LEA/kwsun/2024/20240413_18047.html,https://www.ioffe.ru/LEA/Solar/2SOL20240413T18047.pdf
1063,2024-04-14,02:31:01.077 (9061.077),M4.3,02:24,02:32,02:36,http://www.ioffe.ru/LEA/kwsun/2024/20240414_09061.html,https://www.ioffe.ru/LEA/Solar/2SOL20240414T09061.pdf
1064,2024-04-15,08:40:50.233 (31250.233),M2.3,08:38,08:42,08:47,http://www.ioffe.ru/LEA/kwsun/2024/20240415_31250.html,https://www.ioffe.ru/LEA/Solar/2SOL20240415T31250.pdf
1065,2024-04-21,15:11:23.949 (54683.949),M2.2,15:07,15:14,15:20,http://www.ioffe.ru/LEA/kwsun/2024/20240421_54683.html,https://www.ioffe.ru/LEA/Solar/2SOL20240421T54683.pdf
1066,2024-04-21,21:48:32.252 (78512.252),M3.4,21:44,21:52,21:57,http://www.ioffe.ru/LEA/kwsun/2024/20240421_78512.html,https://www.ioffe.ru/LEA/Solar/2SOL20240421T78512.pdf
1067,2024-04-23,03:13:37.582 (11617.582),M3.6,03:06,03:19,03:35,http://www.ioffe.ru/LEA/kwsun/2024/20240423_11617.html,https://www.ioffe.ru/LEA/Solar/2SOL20240423T11617.pdf
1068,2024-04-30,23:43:14.866 (85394.866),M9.5,23:23,23:46,23:58,http://www.ioffe.ru/LEA/kwsun/2024/20240430_85394.html,https://www.ioffe.ru/LEA/Solar/2SOL20240430T85394.pdf
1069,2024-05-03,23:12:37.071 (83557.071),M1.0,23:11,23:16,23:20,http://www.ioffe.ru/LEA/kwsun/2024/20240503_83557.html,https://www.ioffe.ru/LEA/Solar/2SOL20240503T83557.pdf
1070,2024-05-05,18:37:59.430 (67079.430),M1.0,18:34,18:40,18:45,http://www.ioffe.ru/LEA/kwsun/2024/20240505_67079.html,https://www.ioffe.ru/LEA/Solar/2SOL20240505T67079.pdf
1071,2024-05-06,18:21:00.366 (66060.366),C3.7,18:16,18:22,18:26,http://www.ioffe.ru/LEA/kwsun/2024/20240506_66060.html,https://www.ioffe.ru/LEA/Solar/2SOL20240506T66060.pdf
1072,2024-05-07,16:28:52.907 (59332.907),M8.2,16:21,16:30,16:36,http://www.ioffe.ru/LEA/kwsun/2024/20240507_59332.html,https://www.ioffe.ru/LEA/Solar/2SOL20240507T59332.pdf
1073,2024-05-08,21:40:01.920 (78001.920),X1.0,21:08,21:40,03:07,http://www.ioffe.ru/LEA/kwsun/2024/20240508_78001.html,https://www.ioffe.ru/LEA/Solar/2SOL20240508T78001.pdf
1074,2024-05-09,04:46:55.245 (17215.245),M1.7,04:44,04:49,04:55,http://www.ioffe.ru/LEA/kwsun/2024/20240509_17215.html,https://www.ioffe.ru/LEA/Solar/2SOL20240509T17215.pdf
1075,2024-05-09,09:04:14.784 (32654.784),X2.2,08:45,09:13,09:36,http://www.ioffe.ru/LEA/kwsun/2024/20240509_32654.html,https://www.ioffe.ru/LEA/Solar/2SOL20240509T32654.pdf
