40720.892 - KW trigger time, seconds UT.
40726.388 - corresponding geocenter time (corrected for light propagation from Wind spacecraft to the Earth).
18.320 keV	77.365 keV - energy interval of channel G1.
77.365 keV	318.914 keV - energy interval of channel G2.
318.914 keV	1262.452 keV - energy interval of channel G3.

t1	t2 - begin and end of time bin.
G1	G2	G3 - dead-time corrected count rate counts/s in G1, G2, G3.
G1bgsub	G2bgsub	G3bgsub - dead-time corrected and background substracted count rate counts/s in G1, G2, G3.
eG1	eG2	eG3 - their errors (1 sigma level).

       t1         t2          G1          G2          G3     G1bgsub     G2bgsub     G3bgsub      eG1      eG2      eG3
-1148.291  -1145.347     1046.06      348.87      116.73       15.54       12.18        5.58    18.85    10.89     6.30
-1145.347  -1142.403     1043.90      325.33       98.35       13.38      -11.36      -12.80    18.83    10.51     5.78
-1142.403  -1139.459     1036.84      360.48      111.97        6.33       23.79        0.82    18.77    11.07     6.17
-1139.459  -1136.515     1032.97      337.95      117.07        2.46        1.26        5.92    18.73    10.71     6.31
-1136.515  -1133.571     1043.23      336.25      120.13       12.71       -0.44        8.98    18.82    10.69     6.39
-1133.571  -1130.627      976.14      333.20      105.50      -54.37       -3.49       -5.64    18.21    10.64     5.99
-1130.627  -1127.683     1051.61      343.77      117.42       21.09        7.08        6.27    18.90    10.81     6.32
-1127.683  -1124.739       -0.00       -0.00      114.69         nan         nan        3.54      nan      nan     6.24
-1124.739  -1121.795     1032.28      333.18      115.03        1.77       -3.51        3.88    18.73    10.64     6.25
-1121.795  -1118.851     1020.66      327.06      122.52       -9.85       -9.63       11.38    18.62    10.54     6.45
-1118.851  -1115.907     1011.39      326.37      109.59      -19.13      -10.32       -1.56    18.54    10.53     6.10
-1115.907  -1112.963     1041.57      344.10      113.33       11.05        7.41        2.18    18.81    10.81     6.20
-1112.963  -1110.019     1011.70      321.24      109.24      -18.82      -15.45       -1.91    18.54    10.45     6.09
-1110.019  -1107.075     1024.12      337.62      110.27       -6.39        0.93       -0.88    18.65    10.71     6.12
-1107.075  -1104.131      997.69      350.21       96.30      -32.82       13.52      -14.85    18.41    10.91     5.72
-1104.131  -1101.187     1045.69      332.16      110.94       15.17       -4.53       -0.20    18.85    10.62     6.14
-1101.187  -1098.243     1037.09      335.90      108.90        6.57       -0.80       -2.25    18.77    10.68     6.08
-1098.243  -1095.299     1006.96      335.91      107.88      -23.56       -0.79       -3.27    18.49    10.68     6.05
-1095.299  -1092.355     1047.39      335.22      113.32       16.87       -1.47        2.17    18.86    10.67     6.20
-1092.355  -1089.411     1004.59      333.55      119.12      -25.92       -3.15        7.97    18.47    10.64     6.36
-1089.411  -1086.467     1037.05      343.05      119.44        6.53        6.36        8.29    18.77    10.79     6.37
-1086.467  -1083.523     1024.11      350.56      105.83       -6.41       13.87       -5.32    18.65    10.91     6.00
-1083.523  -1080.579     1035.41      337.29      105.84        4.89        0.59       -5.31    18.75    10.70     6.00
-1080.579  -1077.635     1012.71      329.40      100.72      -17.81       -7.29      -10.43    18.55    10.58     5.85
-1077.635  -1074.691     1010.07      334.88      107.88      -20.45       -1.82       -3.27    18.52    10.66     6.05
-1074.691  -1071.747     1027.45      325.67      114.69       -3.07      -11.03        3.54    18.68    10.52     6.24
-1071.747  -1068.803     1046.31      327.37      121.49       15.79       -9.32       10.34    18.85    10.54     6.42
-1068.803  -1065.859     1018.58      335.55      109.58      -11.94       -1.14       -1.57    18.60    10.68     6.10
-1065.859  -1062.915     1026.11      331.46      100.39       -4.40       -5.23      -10.76    18.67    10.61     5.84
-1062.915  -1059.971     1013.43      334.88      111.96      -17.08       -1.81        0.81    18.55    10.66     6.17
-1059.971  -1057.027     1030.91      346.45      112.97        0.39        9.76        1.82    18.71    10.85     6.20
-1057.027  -1054.083     1034.65      324.67      111.97        4.14      -12.02        0.82    18.75    10.50     6.17
-1054.083  -1051.139     1002.52      340.33      106.51      -27.99        3.64       -4.63    18.45    10.75     6.01
-1051.139  -1048.195     1028.54      331.47      118.43       -1.97       -5.22        7.28    18.69    10.61     6.34
-1048.195  -1045.251     1060.48      354.68      118.09       29.96       17.99        6.94    18.98    10.98     6.33
-1045.251  -1042.307     1025.77      347.15      108.21       -4.75       10.46       -2.94    18.67    10.86     6.06
-1042.307  -1039.363     1056.98      326.35      110.26       26.47      -10.34       -0.89    18.95    10.53     6.12
-1039.363  -1036.419     1049.50      352.63      110.94       18.98       15.94       -0.20    18.88    10.94     6.14
-1036.419  -1033.475     1042.30      344.46      119.46       11.78        7.76        8.31    18.82    10.82     6.37
-1033.475  -1030.531     1006.25      331.14      111.97      -24.26       -5.56        0.82    18.49    10.61     6.17
-1030.531  -1027.587     1041.58      348.53      114.34       11.07       11.84        3.20    18.81    10.88     6.23
-1027.587  -1024.643     1019.96      330.79      111.28      -10.56       -5.90        0.14    18.61    10.60     6.15
-1024.643  -1021.699     1010.05      325.01      117.08      -20.46      -11.68        5.93    18.52    10.51     6.31
-1021.699  -1018.755     1040.12      320.21      110.94        9.60      -16.48       -0.21    18.80    10.43     6.14
-1009.923  -1006.979     1046.75      337.63      114.01       16.23        0.94        2.86    18.86    10.71     6.22
-1006.979  -1004.035     1039.20      323.99      124.57        8.68      -12.70       13.42    18.79    10.49     6.50
-1004.035  -1001.091     1000.91      357.75      120.48      -29.60       21.06        9.33    18.44    11.02     6.40
-1001.091   -998.147      994.27      330.78      117.75      -36.24       -5.91        6.60    18.38    10.60     6.32
 -998.147   -995.203     1036.33      303.51      119.45        5.81      -33.19        8.30    18.76    10.15     6.37
 -995.203   -992.259     1050.20      355.36      108.56       19.68       18.66       -2.58    18.89    10.99     6.07
 -992.259   -989.315     1035.41      342.39      104.14        4.89        5.70       -7.01    18.75    10.78     5.95
 -989.315   -986.371     1037.75      320.56      120.47        7.23      -16.13        9.33    18.77    10.44     6.40
 -986.371   -983.427     1037.08      330.44      111.28        6.56       -6.26        0.13    18.77    10.59     6.15
 -983.427   -980.483     1004.97      357.41      109.25      -25.54       20.72       -1.90    18.48    11.02     6.09
 -980.483   -977.539     1045.22      331.10      110.25       14.70       -5.59       -0.90    18.84    10.61     6.12
 -977.539   -974.595     1047.05      342.74      115.71       16.53        6.05        4.56    18.86    10.79     6.27
 -974.595   -971.651     1063.51      344.11      115.37       32.99        7.41        4.22    19.01    10.81     6.26
 -971.651   -968.707     1022.39      334.90      120.48       -8.12       -1.79        9.33    18.64    10.67     6.40
 -968.707   -965.763     1019.92      333.83      104.12      -10.59       -2.86       -7.02    18.61    10.65     5.95
 -965.763   -962.819     1017.64      341.37      115.71      -12.87        4.68        4.56    18.59    10.77     6.27
 -962.819   -959.875     1007.31      335.91      107.20      -23.21       -0.78       -3.95    18.50    10.68     6.03
 -959.875   -956.931     1065.24      343.75      101.07       34.73        7.05      -10.07    19.02    10.81     5.86
 -956.931   -953.987     1052.63      350.58      117.07       22.11       13.89        5.92    18.91    10.91     6.31
 -953.987   -951.043     1024.48      353.98      111.62       -6.04       17.29        0.47    18.65    10.96     6.16
 -951.043   -948.099     1053.86      334.20      116.72       23.35       -2.50        5.58    18.92    10.65     6.30
 -948.099   -945.155     1038.76      338.61      103.45        8.24        1.92       -7.70    18.78    10.72     5.93
 -945.155   -942.211     1018.27      318.87      120.48      -12.25      -17.82        9.33    18.60    10.41     6.40
 -942.211   -939.267     1043.35      344.80      118.10       12.84        8.11        6.95    18.83    10.82     6.33
 -939.267   -936.323     1035.02      333.49      104.81        4.50       -3.20       -6.34    18.75    10.64     5.97
 -936.323   -933.379     1031.23      303.53      116.06        0.72      -33.16        4.92    18.72    10.15     6.28
 -933.379   -930.435     1022.36      343.40      104.81       -8.16        6.71       -6.33    18.64    10.80     5.97
 -930.435   -927.491     1041.56      343.75      106.86       11.04        7.06       -4.29    18.81    10.81     6.03
 -927.491   -924.547     1028.18      328.74      115.70       -2.33       -7.96        4.55    18.69    10.57     6.27
