 2889.663 - KW trigger time, seconds UT.
 2891.411 - corresponding geocenter time (corrected for light propagation from Wind spacecraft to the Earth).
12.941 keV	54.648 keV - energy interval of channel G1.
54.648 keV	226.290 keV - energy interval of channel G2.
226.290 keV	925.445 keV - energy interval of channel G3.

t1	t2 - begin and end of time bin.
G1	G2	G3 - dead-time corrected count rate counts/s in G1, G2, G3.
G1bgsub	G2bgsub	G3bgsub - dead-time corrected and background substracted count rate counts/s in G1, G2, G3.
eG1	eG2	eG3 - their errors (1 sigma level).

       t1         t2          G1          G2          G3     G1bgsub     G2bgsub     G3bgsub      eG1      eG2      eG3
 -998.589   -997.117     1146.83      556.46      225.93       24.23       16.51        3.83    27.91    19.44    12.39
 -997.117   -995.645     1176.13      492.05      233.44       53.54      -47.90       11.34    28.27    18.28    12.59
 -995.645   -994.173     1143.42      551.06      230.06       20.83       11.11        7.96    27.87    19.35    12.50
 -994.173   -992.701     1167.51      546.98      244.41       44.91        7.03       22.30    28.16    19.28    12.88
 -992.701   -991.229     1113.61      499.64      236.19       -8.98      -40.31       14.09    27.50    18.42    12.67
 -991.229   -989.757     1157.85      564.71      227.30       35.25       24.75        5.20    28.05    19.59    12.43
 -989.757   -988.285     1115.79      514.74      242.35       -6.81      -25.22       20.25    27.53    18.70    12.83
 -988.285   -986.813     1132.33      539.33      227.98        9.73       -0.62        5.88    27.73    19.14    12.45
 -986.813   -985.341     1110.39      544.15      218.43      -12.20        4.21       -3.67    27.46    19.23    12.18
 -985.341   -983.869     1128.84      540.72      210.93        6.24        0.77      -11.17    27.69    19.17    11.97
 -983.869   -982.397     1183.18      515.42      227.34       60.58      -24.53        5.24    28.35    18.71    12.43
 -982.397   -980.925     1150.19      538.67      225.94       27.59       -1.28        3.84    27.95    19.13    12.39
 -980.925   -979.453     1111.86      560.65      236.90      -10.73       20.69       14.80    27.48    19.52    12.69
 -979.453   -977.981     1168.83      545.56      244.39       46.23        5.61       22.29    28.18    19.25    12.88
 -977.981   -976.509     1126.29      549.71      213.69        3.69        9.76       -8.41    27.66    19.32    12.05
 -976.509   -975.037     1142.49      513.32      216.38       19.90      -26.64       -5.71    27.86    18.67    12.12
 -975.037   -973.565     1145.40      546.22      232.09       22.81        6.26        9.99    27.89    19.26    12.56
 -973.565   -972.093     1115.94      562.64      217.75       -6.65       22.69       -4.35    27.53    19.55    12.16
 -972.093   -970.621     1127.48      546.84      213.63        4.89        6.89       -8.46    27.68    19.27    12.05
 -970.621   -969.149     1135.06      542.78      213.66       12.47        2.83       -8.44    27.77    19.20    12.05
 -969.149   -967.677     1070.45      535.93      223.22      -52.15       -4.02        1.11    26.97    19.08    12.31
 -967.677   -966.205     1126.14      539.34      207.50        3.55       -0.61      -14.60    27.66    19.14    11.87
 -966.205   -964.733     1184.03      532.61      232.83       61.44       -7.34       10.73    28.36    19.02    12.58
 -964.733   -963.261     1128.44      566.13      230.08        5.85       26.18        7.98    27.69    19.61    12.50
 -963.261   -961.789     1161.21      555.12      226.63       38.62       15.16        4.53    28.09    19.42    12.41
 -961.789   -960.317     1176.29      534.56      230.72       53.70       -5.39        8.62    28.27    19.06    12.52
 -960.317   -958.845     1124.13      551.02      220.49        1.54       11.07       -1.61    27.64    19.35    12.24
 -958.845   -957.373     1168.81      562.65      216.37       46.21       22.70       -5.73    28.18    19.55    12.12
 -957.373   -955.901     1077.43      548.97      244.40      -45.16        9.02       22.30    27.05    19.31    12.88
 -955.901   -954.429     1055.99      521.55      223.90      -66.60      -18.40        1.80    26.78    18.82    12.33
 -954.429   -952.957     1152.27      544.08      218.41       29.67        4.13       -3.70    27.98    19.23    12.18
 -952.957   -951.485     1137.93      568.80      218.43       15.34       28.84       -3.67    27.80    19.66    12.18
 -951.485   -950.013     1100.00      537.31      208.19      -22.59       -2.64      -13.91    27.34    19.11    11.89
 -950.013   -948.541     1096.53      544.73      207.47      -26.07        4.78      -14.63    27.29    19.24    11.87
 -948.541   -947.069     1124.76      518.83      221.86        2.17      -21.12       -0.24    27.64    18.77    12.28
 -947.069   -945.597     1135.62      550.89      224.53       13.02       10.93        2.43    27.78    19.34    12.35
 -945.597   -944.125     1135.79      543.43      242.31       13.19        3.47       20.21    27.78    19.21    12.83
 -944.125   -942.653     1101.98      543.41      210.91      -20.61        3.45      -11.19    27.36    19.21    11.97
 -942.653   -941.181     1143.25      544.11      212.95       20.66        4.16       -9.15    27.87    19.23    12.03
 -941.181   -939.709     1105.40      531.75      231.37      -17.19       -8.20        9.27    27.40    19.01    12.54
 -939.709   -938.237     1103.68      581.24      234.86      -18.91       41.29       12.77    27.38    19.87    12.63
 -938.237   -936.765     1158.62      588.02      208.88       36.03       48.07      -13.21    28.05    19.99    11.91
 -936.765   -935.293     1091.70      538.60      221.81      -30.90       -1.34       -0.28    27.23    19.13    12.28
 -935.293   -933.821     1116.47      517.43      232.77       -6.13      -22.52       10.67    27.54    18.75    12.57
 -933.821   -932.349     1128.84      526.33      225.25        6.24      -13.62        3.15    27.69    18.91    12.37
 -932.349   -930.877     1136.40      559.86      216.36       13.80       19.91       -5.74    27.79    19.50    12.12
