  404.306 - KW trigger time, seconds UT.
  404.938 - corresponding geocenter time (corrected for light propagation from Wind spacecraft to the Earth).
18.691 keV	78.931 keV - energy interval of channel G1.
78.931 keV	326.843 keV - energy interval of channel G2.
326.843 keV	1336.670 keV - energy interval of channel G3.

t1	t2 - begin and end of time bin.
G1	G2	G3 - dead-time corrected count rate counts/s in G1, G2, G3.
G1bgsub	G2bgsub	G3bgsub - dead-time corrected and background substracted count rate counts/s in G1, G2, G3.
eG1	eG2	eG3 - their errors (1 sigma level).

       t1         t2          G1          G2          G3     G1bgsub     G2bgsub     G3bgsub      eG1      eG2      eG3
 -999.090   -996.146      997.79      322.42      148.79      -15.81       -7.00        4.23    18.41    10.46     7.11
 -996.146   -993.202     1024.86      326.18      147.43       11.25       -3.24        2.87    18.66    10.53     7.08
 -993.202   -990.258     1010.20      330.29      157.66       -3.41        0.87       13.09    18.52    10.59     7.32
 -990.258   -987.314      984.45      328.56      148.11      -29.16       -0.86        3.54    18.29    10.56     7.09
 -987.314   -984.370     1017.64      338.11      148.44        4.03        8.69        3.88    18.59    10.72     7.10
 -984.370   -981.426     1031.75      326.87      155.27       18.14       -2.55       10.70    18.72    10.54     7.26
 -981.426   -978.482     1015.60      325.15      149.47        1.99       -4.27        4.90    18.57    10.51     7.12
 -978.482   -975.538      937.15      331.96      147.08      -76.45        2.54        2.51    17.84    10.62     7.07
 -975.538   -972.594     1007.75      344.59      140.95       -5.86       15.17       -3.61    18.50    10.82     6.92
 -972.594   -969.650     1015.65      348.00      145.72        2.04       18.58        1.15    18.57    10.87     7.04
 -969.650   -966.706     1024.97      356.90      140.96       11.36       27.48       -3.60    18.66    11.01     6.92
 -966.706   -963.762      994.35      326.50      145.38      -19.26       -2.91        0.81    18.38    10.53     7.03
 -963.762   -960.818      989.83      334.66      140.93      -23.77        5.24       -3.63    18.34    10.66     6.92
 -960.818   -957.874      973.09      336.03      138.90      -40.52        6.61       -5.67    18.18    10.68     6.87
 -957.874   -954.930      989.27      326.86      143.68      -24.33       -2.56       -0.88    18.33    10.54     6.99
 -954.930   -951.986     1010.85      324.13      147.10       -2.75       -5.29        2.53    18.53    10.49     7.07
 -951.986   -949.042      961.23      342.23      142.67      -52.37       12.81       -1.90    18.07    10.78     6.96
 -949.042   -946.098     1010.53      345.30      139.26       -3.07       15.88       -5.31    18.53    10.83     6.88
 -946.098   -943.154     1020.47      333.69      139.26        6.87        4.27       -5.30    18.62    10.65     6.88
 -943.154   -940.210     1014.88      308.09      150.15        1.27      -21.33        5.58    18.57    10.23     7.14
 -940.210   -937.266     1029.32      329.93      146.07       15.72        0.51        1.50    18.70    10.59     7.04
 -937.266   -934.322     1035.53      331.30      156.97       21.92        1.88       12.40    18.75    10.61     7.30
 -934.322   -931.378      981.02      320.37      140.28      -32.59       -9.05       -4.29    18.25    10.43     6.90
 -931.378   -928.434      990.30      323.09      144.02      -23.30       -6.33       -0.55    18.34    10.48     6.99
 -928.434   -925.490     1015.24      327.19      147.76        1.63       -2.23        3.20    18.57    10.54     7.08
 -925.490   -922.546     1019.75      337.79      140.28        6.14        8.37       -4.29    18.61    10.71     6.90
 -922.546   -919.602     1031.43      327.57      152.55       17.82       -1.85        7.98    18.72    10.55     7.20
 -919.602   -916.658     1009.79      325.85      140.62       -3.81       -3.57       -3.94    18.52    10.52     6.91
 -916.658   -913.714     1046.79      327.19      147.77       33.19       -2.23        3.20    18.86    10.54     7.08
 -913.714   -910.770      991.00      337.11      139.94      -22.61        7.69       -4.62    18.35    10.70     6.89
 -910.770   -907.826      981.42      353.14      139.94      -32.19       23.72       -4.63    18.26    10.95     6.89
 -907.826   -904.882     1017.67      327.20      144.70        4.06       -2.22        0.14    18.59    10.54     7.01
 -904.882   -901.938     1015.59      317.29      148.45        1.98      -12.13        3.88    18.57    10.38     7.10
 -901.938   -898.994     1053.33      339.81      153.55       39.72       10.40        8.99    18.91    10.74     7.22
 -898.994   -896.050     1001.98      343.58      144.02      -11.62       14.16       -0.55    18.45    10.80     6.99
 -896.050   -893.106     1008.80      334.70      143.00       -4.81        5.28       -1.57    18.51    10.66     6.97
 -893.106   -890.162     1000.19      328.56      146.40      -13.42       -0.86        1.84    18.43    10.56     7.05
 -890.162   -887.218     1009.91      344.63      137.91       -3.70       15.21       -6.66    18.52    10.82     6.84
