  466.294 - KW trigger time, seconds UT.
  467.401 - corresponding geocenter time (corrected for light propagation from Wind spacecraft to the Earth).
17.551 keV	74.117 keV - energy interval of channel G1.
74.117 keV	305.522 keV - energy interval of channel G2.
305.522 keV	1209.440 keV - energy interval of channel G3.

t1	t2 - begin and end of time bin.
G1	G2	G3 - dead-time corrected count rate counts/s in G1, G2, G3.
G1bgsub	G2bgsub	G3bgsub - dead-time corrected and background substracted count rate counts/s in G1, G2, G3.
eG1	eG2	eG3 - their errors (1 sigma level).

       t1         t2          G1          G2          G3     G1bgsub     G2bgsub     G3bgsub      eG1      eG2      eG3
 -198.094   -195.150     1047.92      344.49      118.78       -7.16       -3.56       -0.37    18.87    10.82     6.35
 -195.150   -192.206     1077.04      338.36      110.62       21.96       -9.69       -8.53    19.13    10.72     6.13
 -192.206   -189.262     1071.29      360.21      113.69       16.21       12.16       -5.46    19.08    11.06     6.21
 -189.262   -186.318     1070.19      335.98      109.26       15.11      -12.07       -9.89    19.07    10.68     6.09
 -186.318   -183.374     1055.53      342.48      131.06        0.45       -5.57       11.91    18.93    10.79     6.67
 -183.374   -180.430     1045.97      366.00      110.96       -9.11       17.95       -8.19    18.85    11.15     6.14
 -180.430   -177.486     1053.83      358.50      112.33       -1.25       10.46       -6.82    18.92    11.04     6.18
 -177.486   -174.542     1050.31      340.73      125.93       -4.77       -7.32        6.78    18.89    10.76     6.54
 -174.542   -171.598     1040.86      355.78      126.97      -14.23        7.73        7.82    18.80    10.99     6.57
 -171.598   -168.654     1075.03      339.39      110.62       19.95       -8.66       -8.53    19.11    10.74     6.13
 -168.654   -165.710     1057.19      337.69      112.33        2.11      -10.36       -6.82    18.95    10.71     6.18
 -165.710   -162.766     1029.51      342.48      125.95      -25.57       -5.57        6.80    18.70    10.79     6.54
 -162.766   -159.822     1045.23      342.13      142.63       -9.85       -5.91       23.48    18.84    10.78     6.96
 -159.822   -156.878     1064.71      321.66      121.18        9.63      -26.39        2.03    19.02    10.45     6.42
 -156.878   -153.934     1033.26      341.80      118.80      -21.83       -6.25       -0.35    18.73    10.78     6.35
 -153.934   -150.990     1046.36      361.61      127.32       -8.73       13.56        8.17    18.85    11.08     6.58
 -150.990   -148.046     1093.60      348.28      126.29       38.52        0.23        7.14    19.27    10.88     6.55
 -148.046   -145.102     1062.05      341.10      127.31        6.97       -6.95        8.16    18.99    10.76     6.58
 -145.102   -142.158     1026.00      339.38      119.13      -29.08       -8.66       -0.02    18.67    10.74     6.36
 -142.158   -139.214     1045.28      340.11      126.98       -9.80       -7.94        7.83    18.84    10.75     6.57
 -139.214   -136.270     1066.20      345.21      131.40       11.11       -2.84       12.24    19.03    10.83     6.68
 -136.270   -133.326     1051.76      347.94      118.46       -3.32       -0.11       -0.69    18.90    10.87     6.34
 -133.326   -130.382     1045.96      378.27      107.21       -9.12       30.23      -11.94    18.85    11.34     6.04
 -130.382   -127.438     1076.09      347.58      120.84       21.01       -0.46        1.69    19.12    10.87     6.41
 -127.438   -124.494     1050.78      360.21      116.75       -4.30       12.16       -2.40    18.89    11.06     6.30
 -124.494   -121.550     1056.88      344.84      119.81        1.80       -3.21        0.66    18.95    10.82     6.38
 -121.550   -118.606     1073.78      368.42      126.29       18.70       20.38        7.14    19.10    11.19     6.55
 -118.606   -115.662     1063.47      354.76      116.42        8.39        6.71       -2.73    19.01    10.98     6.29
 -115.662   -112.718     1056.27      351.02      115.40        1.19        2.97       -3.75    18.94    10.92     6.26
 -112.718   -109.774     1058.66      347.59      115.39        3.58       -0.45       -3.76    18.96    10.87     6.26
 -109.774   -106.830     1062.97      329.84      119.82        7.89      -18.21        0.67    19.00    10.59     6.38
 -106.830   -103.886     1079.94      358.52      120.84       24.85       10.47        1.69    19.15    11.04     6.41
 -103.886   -100.942     1063.71      341.77      120.15        8.63       -6.28        1.00    19.01    10.78     6.39
 -100.942    -97.998     1033.93      355.77      118.45      -21.15        7.72       -0.70    18.74    10.99     6.34
  -97.998    -95.054     1070.57      329.51      120.16       15.49      -18.53        1.01    19.07    10.58     6.39
  -95.054    -92.110     1073.09      378.64      120.49       18.00       30.59        1.34    19.09    11.34     6.40
  -92.110    -89.166     1054.52      359.88      108.25       -0.56       11.83      -10.90    18.93    11.06     6.06
  -89.166    -86.222     1022.97      339.75      121.19      -32.11       -8.30        2.04    18.64    10.74     6.42
  -86.222    -83.278     1048.72      344.53      124.25       -6.37       -3.52        5.10    18.87    10.82     6.50
  -83.278    -80.334     1008.59      343.83      125.60      -46.49       -4.22        6.45    18.51    10.81     6.53
  -80.334    -77.390     1051.45      346.91      117.44       -3.63       -1.14       -1.71    18.90    10.86     6.32
  -77.390    -74.446     1038.83      363.65      124.25      -16.25       15.60        5.10    18.79    11.11     6.50
  -74.446    -71.502     1065.47      359.86      111.31       10.38       11.81       -7.85    19.02    11.06     6.15
  -71.502    -68.558     1079.49      346.22      119.47       24.41       -1.83        0.32    19.15    10.84     6.37
  -68.558    -65.614     1079.84      354.40      111.64       24.75        6.36       -7.51    19.15    10.97     6.16
  -65.614    -62.670     1062.67      324.05      118.12        7.58      -24.00       -1.03    19.00    10.49     6.33
  -62.670    -59.726     1039.77      338.72      117.78      -15.32       -9.33       -1.38    18.79    10.73     6.33
  -59.726    -56.782     1045.93      349.63      124.24       -9.15        1.58        5.09    18.85    10.90     6.50
  -56.782    -53.838     1056.17      356.10      111.98        1.08        8.06       -7.17    18.94    11.00     6.17
  -53.838    -50.894     1037.78      357.16      115.06      -17.30        9.11       -4.10    18.77    11.01     6.25
  -50.894    -47.950     1055.85      348.25      106.88        0.77        0.20      -12.28    18.94    10.88     6.03
  -47.950    -45.006     1105.55      340.07      124.92       50.47       -7.98        5.77    19.38    10.75     6.51
  -45.006    -42.062     1048.24      342.10      117.42       -6.84       -5.95       -1.73    18.87    10.78     6.32
  -42.062    -39.118     1058.22      339.05      113.35        3.14       -9.00       -5.80    18.96    10.73     6.21
  -39.118    -36.174     1060.01      336.35      137.87        4.93      -11.70       18.72    18.98    10.69     6.84
  -36.174    -33.230     1075.42      351.34      109.60       20.33        3.29       -9.55    19.11    10.92     6.10
  -33.230    -30.286     1025.43      349.98      123.56      -29.65        1.94        4.41    18.66    10.90     6.48
  -30.286    -27.342     1013.79      350.00      138.21      -41.29        1.95       19.06    18.56    10.90     6.85
  -27.342    -24.398     1060.36      363.63      114.71        5.28       15.58       -4.44    18.98    11.11     6.24
  -24.398    -21.454     1098.38      352.70      122.88       43.30        4.65        3.73    19.32    10.95     6.46
  -21.454    -18.510     1059.67      347.59      114.03        4.59       -0.46       -5.12    18.97    10.87     6.22
  -18.510    -15.566     1026.09      365.32      117.09      -29.00       17.28       -2.06    18.67    11.14     6.31
  -15.566    -12.622     1099.72      350.99      122.88       44.64        2.94        3.73    19.33    10.92     6.46
  -12.622     -9.678     1113.84      336.67      112.67       58.76      -11.38       -6.48    19.45    10.69     6.19
   -9.678     -6.734     1325.35      340.40      106.87      270.26       -7.64      -12.28    21.22    10.75     6.03
   -6.734     -3.790     2072.30      400.86      117.78     1017.22       52.82       -1.37    26.53    11.67     6.33
   -3.790     -0.846     2319.16      429.87      124.93     1264.08       81.82        5.77    28.07    12.08     6.51
   -0.846     -0.512     2319.16      429.87      124.93     1264.07       81.83        5.78    83.33    35.88    19.34
   -0.512     -0.496     3292.20      564.12        0.00     2237.50      216.25     -119.38   453.63   187.81     0.00
   -0.496     -0.480     2906.14      313.64      250.99     1851.25      -34.38      131.88   426.19   140.03   125.31
   -0.480     -0.464     3416.89      692.80      125.32     2361.88      344.38        6.25   462.12   208.04    88.61
   -0.464     -0.448     4125.71      753.89       62.66     3070.62      405.62      -56.88   507.79   217.05    62.50
   -0.448     -0.432     2977.39      943.57       62.66     1922.50      595.62      -56.88   431.39   242.87    62.50
   -0.432     -0.416     3288.59      313.88      313.64     2233.75      -34.38      194.38   453.37   140.03   140.03
   -0.416     -0.400     2969.87      438.87       62.66     1915.00       90.62      -56.88   430.84   165.60    62.50
   -0.400     -0.384     3609.80      628.03      187.99     2555.00      280.00       68.75   475.00   198.14   108.43
   -0.384     -0.368     2587.95      376.25        0.00     1533.12       28.12     -119.38   402.19   153.35     0.00
   -0.368     -0.352     3160.56      502.00      187.99     2105.62      153.75       68.75   444.45   177.11   108.43
   -0.352     -0.336     3031.30      375.76        0.00     1976.25       27.50     -119.38   435.26   153.22     0.00
   -0.336     -0.320     3739.94      880.15      125.32     2685.00      531.88        6.25   483.48   234.52    88.61
   -0.320     -0.304     3800.87      629.30       62.66     2745.62      281.25      -56.88   487.38   198.33    62.50
   -0.304     -0.288     2841.66      251.25       62.66     1786.88      -96.88      -56.88   421.45   125.31    62.50
   -0.288     -0.272     3099.78      502.00       62.66     2045.00      153.75      -56.88   440.17   177.11    62.50
   -0.272     -0.256     2588.40      690.53       62.66     1533.12      342.50      -56.88   402.19   207.76    62.50
   -0.256     -0.240     3038.78      690.00       62.66     1983.75      341.88      -56.88   435.80   207.67    62.50
   -0.240     -0.224     3797.08       62.62        0.00     2741.88     -285.62     -119.38   487.14    62.50     0.00
   -0.224     -0.208     4249.62      627.65      125.33     3194.38      279.38        6.25   515.35   198.04    88.61
   -0.208     -0.192     4000.10      691.52      313.97     2945.00      343.12      194.38   500.00   207.85   140.03
   -0.192     -0.176     3737.42      631.05      125.32     2682.50      283.12        6.25   483.31   198.63    88.61
   -0.176     -0.160     2781.15      754.81      125.33     1726.25      406.88        6.25   416.93   217.23    88.61
   -0.160     -0.144     4318.60      817.53      125.32     3263.75      469.38        6.25   519.54   226.04    88.61
   -0.144     -0.128     3226.64      629.14      376.63     2171.88      281.25      257.50   449.09   198.33   153.47
   -0.128     -0.112     4181.47      376.26       62.66     3126.25       28.12      -56.88   511.20   153.35    62.50
   -0.112     -0.096     3808.48      816.51      250.65     2753.75      468.12      131.25   487.90   225.87   125.16
   -0.096     -0.080     4185.89      628.77      187.99     3131.25      280.62       68.75   511.51   198.23   108.43
   -0.080     -0.064     4509.35      816.04       62.66     3454.38      468.12      -56.88   530.88   225.87    62.50
   -0.064     -0.048     4829.73      817.52       62.66     3775.00      469.38      -56.88   549.43   226.04    62.50
   -0.048     -0.032     4636.57      690.88      125.65     3581.88      342.50        6.25   538.34   207.76    88.61
   -0.032     -0.016     3417.11      690.41       62.66     2361.88      342.50      -56.88   462.12   207.76    62.50
   -0.016      0.000     3677.01      816.64      250.98     2621.88      468.75      131.88   479.38   225.95   125.31
    0.000      0.016     4185.10      565.26       62.66     3130.00      216.88      -56.88   511.43   187.92    62.50
    0.016      0.032     3353.37      627.28        0.00     2298.12      279.38     -119.38   457.79   198.04     0.00
    0.032      0.048     4379.03      880.53        0.00     3324.38      532.50     -119.38   523.17   234.60     0.00
    0.048      0.064     4632.80      502.00        0.00     3578.12      153.75     -119.38   538.12   177.11     0.00
    0.064      0.080     4442.98      629.04      187.99     3388.12      280.62       68.75   526.97   198.23   108.43
    0.080      0.096     3611.39      692.40       62.66     2556.25      344.38      -56.88   475.08   208.04    62.50
    0.096      0.112     4826.64      501.50      125.32     3771.88      153.12        6.25   549.25   177.00    88.61
    0.112      0.128     4764.07      564.40        0.00     3708.75      216.25     -119.38   545.65   187.81     0.00
    0.128      0.144     3925.35      376.00        0.00     2870.62       28.12     -119.38   495.33   153.35     0.00
    0.144      0.160     5029.99      627.50        0.00     3975.00      279.38     -119.38   560.69   198.04     0.00
    0.160      0.176     4187.52      565.41      188.32     3132.50      217.50       68.75   511.58   188.02   108.43
    0.176      0.192     3989.17      501.75        0.00     2934.38      153.75     -119.38   499.33   177.11     0.00
    0.192      0.208     3993.41      753.51        0.00     2938.75      405.62     -119.38   499.61   217.05     0.00
    0.208      0.224     4058.31      564.65      125.33     3003.12      216.25        6.25   503.62   187.81    88.61
    0.224      0.240     3932.55      879.39       62.66     2877.50      531.25      -56.88   495.76   234.44    62.50
    0.240      0.256     5217.84      566.02      376.30     4163.12      218.12      256.88   571.08   188.12   153.35
    0.256      0.272     4448.52     1006.07      187.99     3393.12      658.12       68.75   527.26   250.78   108.43
    0.272      0.288     4127.25      502.00      125.65     3072.50      153.75        6.25   507.91   177.11    88.61
    0.288      0.304     5475.84      501.37       62.66     4420.62      153.12      -56.88   585.00   177.00    62.50
    0.304      0.320     4631.66      628.03        0.00     3576.25      280.00     -119.38   538.01   198.14     0.00
    0.320      0.336     4508.72      816.64       62.66     3453.75      468.75      -56.88   530.85   225.95    62.50
    0.336      0.352     4766.12      753.54        0.00     3711.25      405.62     -119.38   545.79   217.05     0.00
    0.352      0.368     5357.03      880.15      439.29     4301.88      531.88      320.00   578.62   234.52   165.71
    0.368      0.384     5023.03     1008.06       62.66     3968.12      660.00      -56.88   560.31   251.01    62.50
    0.384      0.400     5023.48      376.01       62.66     3968.12       28.12      -56.88   560.31   153.35    62.50
    0.400      0.416     5145.81      439.00      125.32     4090.62       90.62        6.25   567.10   165.60    88.61
    0.416      0.432     5867.22      816.64        0.00     4812.50      468.75     -119.38   605.57   225.95     0.00
