#,trigger date,trigger time (t_0),class,goes t_begin,goes t_max,goes t_end,kw-sun,light curve
395,2002-01-13,13:37:13.332 (49033.332),C8,13:36,13:38,13:41,http://www.ioffe.ru/LEA/kwsun/2002/20020113_49033.html,https://www.ioffe.ru/LEA/Solar/2SOL20020113T49033.pdf
396,2002-01-13,19:44:47.132 (71087.132),M2.2,19:35,19:46,19:49,http://www.ioffe.ru/LEA/kwsun/2002/20020113_71087.html,https://www.ioffe.ru/LEA/Solar/2SOL20020113T71087.pdf
397,2002-01-14,01:54:53.845 (6893.845),M1.7,01:52,01:56,02:03,http://www.ioffe.ru/LEA/kwsun/2002/20020114_06893.html,https://www.ioffe.ru/LEA/Solar/2SOL20020114T06893.pdf
398,2002-01-31,14:40:07.809 (52807.809),M3.6,14:36,14:44,14:50,http://www.ioffe.ru/LEA/kwsun/2002/20020131_52807.html,https://www.ioffe.ru/LEA/Solar/2SOL20020131T52807.pdf
399,2002-02-20,06:08:29.401 (22109.401),M5.1,05:52,06:12,06:16,http://www.ioffe.ru/LEA/kwsun/2002/20020220_22109.html,https://www.ioffe.ru/LEA/Solar/2SOL20020220T22109.pdf
400,2002-02-20,11:06:10.074 (39970.074),C7.5,11:02,11:07,11:12,http://www.ioffe.ru/LEA/kwsun/2002/20020220_39970.html,https://www.ioffe.ru/LEA/Solar/2SOL20020220T39970.pdf
401,2002-02-20,21:06:05.257 (75965.257),M2.4,21:00,21:07,21:09,http://www.ioffe.ru/LEA/kwsun/2002/20020220_75965.html,https://www.ioffe.ru/LEA/Solar/2SOL20020220T75965.pdf
402,2002-02-25,21:26:12.884 (77172.884),C4.1,21:24,21:27,21:30,http://www.ioffe.ru/LEA/kwsun/2002/20020225_77172.html,https://www.ioffe.ru/LEA/Solar/2SOL20020225T77172.pdf
403,2002-02-26,10:26:23.466 (37583.466),C9.6,10:25,10:27,10:29,http://www.ioffe.ru/LEA/kwsun/2002/20020226_37583.html,https://www.ioffe.ru/LEA/Solar/2SOL20020226T37583.pdf
404,2002-03-10,01:34:53.874 (5693.874),C5.1,01:33,01:36,01:38,http://www.ioffe.ru/LEA/kwsun/2002/20020310_05693.html,https://www.ioffe.ru/LEA/Solar/2SOL20020310T05693.pdf
405,2002-03-10,05:03:54.269 (18234.269),C6.0,05:01,05:05,05:08,http://www.ioffe.ru/LEA/kwsun/2002/20020310_18234.html,https://www.ioffe.ru/LEA/Solar/2SOL20020310T18234.pdf
406,2002-03-12,19:07:10.730 (68830.730),C2.2,19:04,19:09,19:12,http://www.ioffe.ru/LEA/kwsun/2002/20020312_68830.html,https://www.ioffe.ru/LEA/Solar/2SOL20020312T68830.pdf
407,2002-03-14,01:42:13.093 (6133.093),M5.7,01:38,01:50,02:02,http://www.ioffe.ru/LEA/kwsun/2002/20020314_06133.html,https://www.ioffe.ru/LEA/Solar/2SOL20020314T06133.pdf
408,2002-03-17,10:15:30.853 (36930.853),M1.3,10:11,10:19,10:24,http://www.ioffe.ru/LEA/kwsun/2002/20020317_36930.html,https://www.ioffe.ru/LEA/Solar/2SOL20020317T36930.pdf
409,2002-03-17,19:27:39.912 (70059.912),M4.0,19:24,19:31,19:34,http://www.ioffe.ru/LEA/kwsun/2002/20020317_70059.html,https://www.ioffe.ru/LEA/Solar/2SOL20020317T70059.pdf
410,2002-04-09,00:39:53.924 (2393.924),M2.1,00:38,00:42,00:50,http://www.ioffe.ru/LEA/kwsun/2002/20020409_02393.html,https://www.ioffe.ru/LEA/Solar/2SOL20020409T02393.pdf
