#,trigger date,trigger time (t_0),class,goes t_begin,goes t_max,goes t_end,kw-sun,light curve
909,2015-01-03,09:45:17.758 (35117.758),M1.1,09:40,09:47,09:50,http://www.ioffe.ru/LEA/kwsun/2015/20150103_35117.html,https://www.ioffe.ru/LEA/Solar/2SOL20150103T35117.pdf
910,2015-03-02,15:25:28.798 (55528.798),M3.7,15:10,15:28,15:37,http://www.ioffe.ru/LEA/kwsun/2015/20150302_55528.html,https://www.ioffe.ru/LEA/Solar/2SOL20150302T55528.pdf
911,2015-03-09,00:14:22.885 (862.885),C3.0,00:12,00:15,00:17,http://www.ioffe.ru/LEA/kwsun/2015/20150309_00862.html,https://www.ioffe.ru/LEA/Solar/2SOL20150309T00862.pdf
912,2015-03-09,10:05:42.377 (36342.377),C4.0,10:02,10:08,10:16,http://www.ioffe.ru/LEA/kwsun/2015/20150309_36342.html,https://www.ioffe.ru/LEA/Solar/2SOL20150309T36342.pdf
913,2015-03-09,17:40:18.225 (63618.225),C9.1,17:36,17:42,17:52,http://www.ioffe.ru/LEA/kwsun/2015/20150309_63618.html,https://www.ioffe.ru/LEA/Solar/2SOL20150309T63618.pdf
914,2015-03-10,03:20:45.155 (12045.155),M5.1,03:19,03:24,03:28,http://www.ioffe.ru/LEA/kwsun/2015/20150310_12045.html,https://www.ioffe.ru/LEA/Solar/2SOL20150310T12045.pdf
915,2015-03-10,06:32:07.547 (23527.547),C1.4,06:28,06:37,06:42,http://www.ioffe.ru/LEA/kwsun/2015/20150310_23527.html,https://www.ioffe.ru/LEA/Solar/2SOL20150310T23527.pdf
916,2015-03-10,23:59:51.001 (86391.001),M2.9,23:46,00:02,00:06,http://www.ioffe.ru/LEA/kwsun/2015/20150310_86391.html,https://www.ioffe.ru/LEA/Solar/2SOL20150310T86391.pdf
917,2015-03-11,16:16:24.884 (58584.884),X2.1,16:11,16:22,16:29,http://www.ioffe.ru/LEA/kwsun/2015/20150311_58584.html,https://www.ioffe.ru/LEA/Solar/2SOL20150311T58584.pdf
918,2015-03-12,04:43:12.005 (16992.005),M3.2,04:41,04:46,04:50,http://www.ioffe.ru/LEA/kwsun/2015/20150312_16992.html,https://www.ioffe.ru/LEA/Solar/2SOL20150312T16992.pdf
919,2015-03-12,21:47:43.273 (78463.273),M2.7,21:44,21:51,21:56,http://www.ioffe.ru/LEA/kwsun/2015/20150312_78463.html,https://www.ioffe.ru/LEA/Solar/2SOL20150312T78463.pdf
920,2015-03-15,09:37:00.111 (34620.111),M1.0,09:36,09:40,09:46,http://www.ioffe.ru/LEA/kwsun/2015/20150315_34620.html,https://www.ioffe.ru/LEA/Solar/2SOL20150315T34620.pdf
921,2015-03-15,22:45:38.629 (81938.629),M1.2,22:42,23:22,23:38,http://www.ioffe.ru/LEA/kwsun/2015/20150315_81938.html,https://www.ioffe.ru/LEA/Solar/2SOL20150315T81938.pdf
922,2015-03-17,23:30:31.474 (84631.474),M1.0,22:49,23:34,23:48,http://www.ioffe.ru/LEA/kwsun/2015/20150317_84631.html,https://www.ioffe.ru/LEA/Solar/2SOL20150317T84631.pdf
923,2015-04-08,14:40:37.845 (52837.845),M1.4,14:37,14:43,14:47,http://www.ioffe.ru/LEA/kwsun/2015/20150408_52837.html,https://www.ioffe.ru/LEA/Solar/2SOL20150408T52837.pdf
924,2015-05-05,09:44:11.616 (35051.616),M1.9,09:42,09:47,09:51,http://www.ioffe.ru/LEA/kwsun/2015/20150505_35051.html,https://www.ioffe.ru/LEA/Solar/2SOL20150505T35051.pdf
925,2015-05-05,22:07:26.273 (79646.273),X2.7,22:05,22:11,22:15,http://www.ioffe.ru/LEA/kwsun/2015/20150505_79646.html,https://www.ioffe.ru/LEA/Solar/2SOL20150505T79646.pdf
926,2015-05-06,11:47:53.814 (42473.814),M1.9,11:45,11:49,11:51,http://www.ioffe.ru/LEA/kwsun/2015/20150506_42473.html,https://www.ioffe.ru/LEA/Solar/2SOL20150506T42473.pdf
927,2015-05-08,04:06:08.360 (14768.360),C5.5,03:56,04:09,04:14,http://www.ioffe.ru/LEA/kwsun/2015/20150508_14768.html,https://www.ioffe.ru/LEA/Solar/2SOL20150508T14768.pdf
