  489.062 - KW trigger time, seconds UT.
  489.111 - corresponding geocenter time (corrected for light propagation from Wind spacecraft to the Earth).
14.727 keV	62.189 keV - energy interval of channel G1.
62.189 keV	256.355 keV - energy interval of channel G2.
256.355 keV	1014.809 keV - energy interval of channel G3.

t1	t2 - begin and end of time bin.
G1	G2	G3 - dead-time corrected count rate counts/s in G1, G2, G3.
G1bgsub	G2bgsub	G3bgsub - dead-time corrected and background substracted count rate counts/s in G1, G2, G3.
eG1	eG2	eG3 - their errors (1 sigma level).

       t1         t2          G1          G2          G3     G1bgsub     G2bgsub     G3bgsub      eG1      eG2      eG3
 -997.786   -994.842     1105.22      444.25      139.36      -31.34      -15.40       -5.35    19.38    12.28     6.88
 -994.842   -991.898     1137.56      454.53      145.16        1.01       -5.12        0.45    19.66    12.43     7.02
 -991.898   -988.954     1175.05      463.43      140.75       38.49        3.78       -3.97    19.98    12.55     6.91
 -988.954   -986.010     1125.56      454.54      128.81      -10.99       -5.11      -15.90    19.55    12.43     6.62
 -986.010   -983.066     1133.13      462.73      142.09       -3.42        3.08       -2.62    19.62    12.54     6.95
 -983.066   -980.122     1088.21      457.67      143.49      -48.34       -1.97       -1.22    19.23    12.47     6.98
 -980.122   -977.178     1134.61      480.20      147.22       -1.95       20.55        2.51    19.63    12.77     7.07
 -977.178   -974.234     1173.41      469.63      148.60       36.85        9.98        3.89    19.96    12.63     7.11
 -974.234   -971.290     1117.39      464.49      144.85      -19.16        4.84        0.14    19.48    12.56     7.01
 -971.290   -968.346     1176.36      453.17      148.24       39.81       -6.48        3.52    19.99    12.41     7.10
 -968.346   -965.402     1124.17      437.79      147.90      -12.38      -21.86        3.19    19.54    12.19     7.09
 -965.402   -962.458     1137.67      460.06      145.53        1.11        0.42        0.82    19.66    12.50     7.03
 -962.458   -959.514     1140.58      441.88      139.37        4.03      -17.76       -5.34    19.68    12.25     6.88
 -959.514   -956.570     1140.96      435.40      144.83        4.41      -24.24        0.12    19.69    12.16     7.01
 -956.570   -953.626     1125.26      437.48      149.95      -11.30      -22.16        5.24    19.55    12.19     7.14
 -953.626   -950.682     1101.62      474.04      142.44      -34.94       14.39       -2.27    19.34    12.69     6.96
 -950.682   -947.738     1121.20      462.12      148.60      -15.35        2.48        3.89    19.52    12.53     7.11
 -947.738   -944.794     1133.45      452.50      130.18       -3.11       -7.15      -14.53    19.62    12.40     6.65
 -944.794   -941.850     1109.42      468.19      137.32      -27.13        8.54       -7.39    19.41    12.61     6.83
 -941.850   -938.906     1180.86      439.88      156.78       44.30      -19.77       12.06    20.03    12.22     7.30
 -938.906   -935.962     1127.73      456.67      133.27       -8.82       -2.97      -11.44    19.57    12.46     6.73
 -935.962   -933.018     1165.05      471.63      133.24       28.50       11.98      -11.47    19.89    12.66     6.73
 -933.018   -930.074     1096.86      468.98      145.54      -39.69        9.33        0.83    19.30    12.62     7.03
 -930.074   -927.130     1157.20      469.60      153.69       20.64        9.95        8.98    19.83    12.63     7.22
 -927.130   -924.186     1132.45      451.48      140.06       -4.10       -8.17       -4.65    19.61    12.38     6.90
 -924.186   -921.242     1150.71      470.30      151.66       14.15       10.66        6.95    19.77    12.64     7.18
 -921.242   -918.298     1131.08      456.96      135.30       -5.48       -2.68       -9.41    19.60    12.46     6.78
 -918.298   -915.354     1137.95      451.15      149.27        1.39       -8.50        4.56    19.66    12.38     7.12
 -915.354   -912.410     1146.53      455.94      146.89        9.97       -3.71        2.17    19.73    12.45     7.06
 -912.410   -909.466     1158.23      461.05      143.13       21.68        1.40       -1.59    19.84    12.51     6.97
 -909.466   -906.522     1130.03      446.01      137.68       -6.52      -13.63       -7.03    19.59    12.31     6.84
 -906.522   -903.578     1169.98      473.06      140.07       33.42       13.41       -4.64    19.93    12.68     6.90
 -903.578   -900.634     1141.03      440.88      148.25        4.48      -18.77        3.54    19.69    12.24     7.10
 -900.634   -897.690     1110.22      463.81      146.54      -26.34        4.16        1.83    19.42    12.55     7.05
 -897.690   -894.746     1134.97      465.87      157.46       -1.59        6.22       12.74    19.64    12.58     7.31
 -894.746   -891.802     1153.09      460.39      149.95       16.53        0.74        5.24    19.79    12.51     7.14
 -891.802   -888.858     1113.93      454.56      146.20      -22.62       -5.09        1.49    19.45    12.43     7.05
 -888.858   -885.914     1131.43      467.19      144.83       -5.13        7.54        0.12    19.60    12.60     7.01
 -885.914   -882.970     1128.78      486.69      148.59       -7.77       27.05        3.88    19.58    12.86     7.10
 -882.970   -880.026     1135.58      457.98      139.05       -0.97       -1.66       -5.67    19.64    12.47     6.87
 -880.026   -877.082     1123.21      468.93      152.34      -13.35        9.29        7.63    19.53    12.62     7.19
 -877.082   -874.138     1114.66      463.47      148.59      -21.89        3.82        3.88    19.46    12.55     7.10
 -874.138   -871.194     1156.46      446.37      149.95       19.91      -13.28        5.24    19.82    12.31     7.14
 -871.194   -868.250     1138.23      465.11      142.09        1.67        5.46       -2.62    19.66    12.57     6.95
 -868.250   -865.306     1158.07      492.54      149.27       21.52       32.89        4.56    19.83    12.94     7.12
 -865.306   -862.362     1151.43      451.51      149.96       14.87       -8.14        5.25    19.78    12.38     7.14
 -862.362   -859.418     1183.67      463.46      155.06       47.11        3.81       10.35    20.05    12.55     7.26
 -859.418   -856.474     1171.22      445.30      144.14       34.67      -14.35       -0.57    19.95    12.30     7.00
 -856.474   -853.530     1116.05      472.34      141.09      -20.51       12.69       -3.63    19.47    12.67     6.92
 -853.530   -850.586     1127.72      467.55      141.43       -8.83        7.90       -3.29    19.57    12.60     6.93
