#,trigger date,trigger time (t_0),class,goes t_begin,goes t_max,goes t_end,kw-sun,light curve
167,1999-12-18,19:11:27.126 (69087.126),M1.5,19:09,19:12,19:15,http://www.ioffe.ru/LEA/kwsun/1999/19991218_69087.html,https://www.ioffe.ru/LEA/Solar/2SOL19991218T69087.pdf
168,1999-12-21,17:15:47.190 (62147.190),M1.1,17:12,17:19,17:22,http://www.ioffe.ru/LEA/kwsun/1999/19991221_62147.html,https://www.ioffe.ru/LEA/Solar/2SOL19991221T62147.pdf
169,1999-12-22,10:53:20.862 (39200.862),C6.3,10:50,10:56,11:01,http://www.ioffe.ru/LEA/kwsun/1999/19991222_39200.html,https://www.ioffe.ru/LEA/Solar/2SOL19991222T39200.pdf
170,1999-12-22,18:55:08.709 (68108.709),M5.3,18:52,19:04,19:08,http://www.ioffe.ru/LEA/kwsun/1999/19991222_68108.html,https://www.ioffe.ru/LEA/Solar/2SOL19991222T68108.pdf
171,1999-12-23,10:07:29.303 (36449.303),C2.9,10:05,10:09,10:11,http://www.ioffe.ru/LEA/kwsun/1999/19991223_36449.html,https://www.ioffe.ru/LEA/Solar/2SOL19991223T36449.pdf
172,1999-12-23,19:33:15.920 (70395.920),C3.4,19:31,19:37,19:40,http://www.ioffe.ru/LEA/kwsun/1999/19991223_70395.html,https://www.ioffe.ru/LEA/Solar/2SOL19991223T70395.pdf
173,1999-12-25,11:26:28.256 (41188.256),C6.2,11:24,11:29,11:33,http://www.ioffe.ru/LEA/kwsun/1999/19991225_41188.html,https://www.ioffe.ru/LEA/Solar/2SOL19991225T41188.pdf
174,1999-12-27,01:49:45.858 (6585.858),M1.0,01:46,01:54,02:09,http://www.ioffe.ru/LEA/kwsun/1999/19991227_06585.html,https://www.ioffe.ru/LEA/Solar/2SOL19991227T06585.pdf
175,1999-12-27,12:00:03.456 (43203.456),M2.0,11:54,12:06,12:09,http://www.ioffe.ru/LEA/kwsun/1999/19991227_43203.html,https://www.ioffe.ru/LEA/Solar/2SOL19991227T43203.pdf
176,1999-12-28,00:42:52.087 (2572.087),M4.5,00:39,00:48,00:52,http://www.ioffe.ru/LEA/kwsun/1999/19991228_02572.html,https://www.ioffe.ru/LEA/Solar/2SOL19991228T02572.pdf
177,1999-12-29,09:25:21.917 (33921.917),C8.8,09:22,09:27,09:31,http://www.ioffe.ru/LEA/kwsun/1999/19991229_33921.html,https://www.ioffe.ru/LEA/Solar/2SOL19991229T33921.pdf
