#,trigger date,trigger time (t_0),class,goes t_begin,goes t_max,goes t_end,kw-sun,light curve
92,1999-01-16,12:06:00.786 (43560.786),M3.6,12:02,12:07,12:10,http://www.ioffe.ru/LEA/kwsun/1999/19990116_43560.html,https://www.ioffe.ru/LEA/Solar/2SOL19990116T43560.pdf
93,1999-01-18,07:56:06.914 (28566.914),M2.0,07:52,08:04,08:23,--,https://www.ioffe.ru/LEA/Solar/2SOL19990118T28566.pdf
94,1999-01-23,23:48:38.846 (85718.846),C3.6,23:47,23:53,23:55,http://www.ioffe.ru/LEA/kwsun/1999/19990123_85718.html,https://www.ioffe.ru/LEA/Solar/2SOL19990123T85718.pdf
95,1999-01-25,00:54:35.723 (3275.723),M2.6,00:52,00:56,00:58,http://www.ioffe.ru/LEA/kwsun/1999/19990125_03275.html,https://www.ioffe.ru/LEA/Solar/2SOL19990125T03275.pdf
96,1999-01-26,18:41:10.478 (67270.478),C7.9,18:36,18:44,18:54,http://www.ioffe.ru/LEA/kwsun/1999/19990126_67270.html,https://www.ioffe.ru/LEA/Solar/2SOL19990126T67270.pdf
97,1999-02-01,08:36:32.532 (30992.532),C3.8,08:32,08:39,08:44,http://www.ioffe.ru/LEA/kwsun/1999/19990201_30992.html,https://www.ioffe.ru/LEA/Solar/2SOL19990201T30992.pdf
98,1999-02-13,16:10:59.920 (58259.920),C9.4,16:07,16:11,16:22,http://www.ioffe.ru/LEA/kwsun/1999/19990213_58259.html,https://www.ioffe.ru/LEA/Solar/2SOL19990213T58259.pdf
99,1999-02-16,02:54:07.985 (10447.985),M3.2,02:49,03:12,03:45,http://www.ioffe.ru/LEA/kwsun/1999/19990216_10447.html,https://www.ioffe.ru/LEA/Solar/2SOL19990216T10447.pdf
100,1999-02-17,16:30:20.507 (59420.507),C3.4,16:27,16:46,17:08,http://www.ioffe.ru/LEA/kwsun/1999/19990217_59420.html,https://www.ioffe.ru/LEA/Solar/2SOL19990217T59420.pdf
101,1999-02-28,16:35:32.055 (59732.055),M6.6,16:31,16:39,16:43,http://www.ioffe.ru/LEA/kwsun/1999/19990228_59732.html,https://www.ioffe.ru/LEA/Solar/2SOL19990228T59732.pdf
102,1999-03-02,12:08:58.741 (43738.741),C6.3,12:04,12:12,12:20,http://www.ioffe.ru/LEA/kwsun/1999/19990302_43738.html,https://www.ioffe.ru/LEA/Solar/2SOL19990302T43738.pdf
103,1999-03-08,06:34:53.829 (23693.829),M2.6,06:30,06:37,06:43,http://www.ioffe.ru/LEA/kwsun/1999/19990308_23693.html,https://www.ioffe.ru/LEA/Solar/2SOL19990308T23693.pdf
104,1999-03-11,00:08:09.062 (489.062),C8.7,00:04,00:09,00:11,http://www.ioffe.ru/LEA/kwsun/1999/19990311_00489.html,https://www.ioffe.ru/LEA/Solar/2SOL19990311T00489.pdf
105,1999-03-16,21:38:15.088 (77895.088),M6.2,21:34,21:41,21:46,http://www.ioffe.ru/LEA/kwsun/1999/19990316_77895.html,https://www.ioffe.ru/LEA/Solar/2SOL19990316T77895.pdf
106,1999-03-17,09:52:58.998 (35578.998),M3.2,09:50,09:56,10:05,http://www.ioffe.ru/LEA/kwsun/1999/19990317_35578.html,https://www.ioffe.ru/LEA/Solar/2SOL19990317T35578.pdf
107,1999-03-18,08:29:04.159 (30544.159),M3.3,08:25,08:31,08:35,http://www.ioffe.ru/LEA/kwsun/1999/19990318_30544.html,https://www.ioffe.ru/LEA/Solar/2SOL19990318T30544.pdf
108,1999-04-04,05:20:44.502 (19244.502),M5.4,05:15,05:25,05:30,http://www.ioffe.ru/LEA/kwsun/1999/19990404_19244.html,https://www.ioffe.ru/LEA/Solar/2SOL19990404T19244.pdf
109,1999-04-05,19:11:26.307 (69086.307),C2.6,19:09,19:14,19:16,http://www.ioffe.ru/LEA/kwsun/1999/19990405_69086.html,https://www.ioffe.ru/LEA/Solar/2SOL19990405T69086.pdf
110,1999-05-03,23:10:13.180 (83413.180),M1.9,23:07,23:11,23:13,http://www.ioffe.ru/LEA/kwsun/1999/19990503_83413.html,https://www.ioffe.ru/LEA/Solar/2SOL19990503T83413.pdf
111,1999-05-08,14:23:57.818 (51837.818),M4.6,14:22,14:40,15:01,http://www.ioffe.ru/LEA/kwsun/1999/19990508_51837.html,https://www.ioffe.ru/LEA/Solar/2SOL19990508T51837.pdf
112,1999-05-09,17:57:31.918 (64651.918),M7.6,17:53,18:07,18:15,http://www.ioffe.ru/LEA/kwsun/1999/19990509_64651.html,https://www.ioffe.ru/LEA/Solar/2SOL19990509T64651.pdf
113,1999-05-16,13:49:09.000 (49749.000),M1.2,13:45,13:50,13:53,http://www.ioffe.ru/LEA/kwsun/1999/19990516_49749.html,https://www.ioffe.ru/LEA/Solar/2SOL19990516T49749.pdf
114,1999-05-16,17:23:23.499 (62603.499),M1.1,17:20,17:25,17:28,http://www.ioffe.ru/LEA/kwsun/1999/19990516_62603.html,https://www.ioffe.ru/LEA/Solar/2SOL19990516T62603.pdf
115,1999-05-17,04:53:33.903 (17613.903),M2.3,04:49,04:55,05:00,http://www.ioffe.ru/LEA/kwsun/1999/19990517_17613.html,https://www.ioffe.ru/LEA/Solar/2SOL19990517T17613.pdf
116,1999-06-04,06:57:59.925 (25079.925),M3.9,06:52,07:03,07:11,http://www.ioffe.ru/LEA/kwsun/1999/19990604_25079.html,https://www.ioffe.ru/LEA/Solar/2SOL19990604T25079.pdf
117,1999-06-26,05:11:10.257 (18670.257),M2.3,05:08,05:12,05:14,http://www.ioffe.ru/LEA/kwsun/1999/19990626_18670.html,https://www.ioffe.ru/LEA/Solar/2SOL19990626T18670.pdf
118,1999-06-27,08:38:10.516 (31090.516),M1.0,08:34,08:44,09:02,http://www.ioffe.ru/LEA/kwsun/1999/19990627_31090.html,https://www.ioffe.ru/LEA/Solar/2SOL19990627T31090.pdf
119,1999-06-29,19:11:19.946 (69079.946),M1.6,19:07,19:13,19:20,http://www.ioffe.ru/LEA/kwsun/1999/19990629_69079.html,https://www.ioffe.ru/LEA/Solar/2SOL19990629T69079.pdf
120,1999-06-30,11:25:37.211 (41137.211),M1.9,11:24,11:30,11:38,http://www.ioffe.ru/LEA/kwsun/1999/19990630_41137.html,https://www.ioffe.ru/LEA/Solar/2SOL19990630T41137.pdf
121,1999-06-30,20:10:05.479 (72605.479),M1.1,20:07,20:12,20:15,http://www.ioffe.ru/LEA/kwsun/1999/19990630_72605.html,https://www.ioffe.ru/LEA/Solar/2SOL19990630T72605.pdf
122,1999-07-24,11:21:30.295 (40890.295),M2.1,11:19,11:22,11:28,http://www.ioffe.ru/LEA/kwsun/1999/19990724_40890.html,https://www.ioffe.ru/LEA/Solar/2SOL19990724T40890.pdf
123,1999-07-25,13:13:28.201 (47608.201),M2.4,13:08,13:38,14:17,http://www.ioffe.ru/LEA/kwsun/1999/19990725_47608.html,https://www.ioffe.ru/LEA/Solar/2SOL19990725T47608.pdf
124,1999-07-28,01:55:10.860 (6910.860),M1.1,01:36,02:01,02:15,http://www.ioffe.ru/LEA/kwsun/1999/19990728_06910.html,https://www.ioffe.ru/LEA/Solar/2SOL19990728T06910.pdf
125,1999-07-28,08:12:38.586 (29558.586),M2.3,08:04,08:14,08:19,http://www.ioffe.ru/LEA/kwsun/1999/19990728_29558.html,https://www.ioffe.ru/LEA/Solar/2SOL19990728T29558.pdf
126,1999-08-02,00:26:00.081 (1560.081),M1.8,00:23,00:27,00:30,http://www.ioffe.ru/LEA/kwsun/1999/19990802_01560.html,https://www.ioffe.ru/LEA/Solar/2SOL19990802T01560.pdf
127,1999-08-02,06:27:37.501 (23257.501),C3.3,06:25,06:28,06:30,http://www.ioffe.ru/LEA/kwsun/1999/19990802_23257.html,https://www.ioffe.ru/LEA/Solar/2SOL19990802T23257.pdf
128,1999-08-02,09:15:53.334 (33353.334),C3.0,09:04,09:16,09:22,http://www.ioffe.ru/LEA/kwsun/1999/19990802_33353.html,https://www.ioffe.ru/LEA/Solar/2SOL19990802T33353.pdf
129,1999-08-02,11:51:43.651 (42703.651),C6.3,11:48,11:52,11:59,http://www.ioffe.ru/LEA/kwsun/1999/19990802_42703.html,https://www.ioffe.ru/LEA/Solar/2SOL19990802T42703.pdf
130,1999-08-02,21:21:49.107 (76909.107),X1.4,21:18,21:25,21:38,http://www.ioffe.ru/LEA/kwsun/1999/19990802_76909.html,https://www.ioffe.ru/LEA/Solar/2SOL19990802T76909.pdf
131,1999-08-04,05:48:56.493 (20936.493),M6.0,05:45,05:57,06:14,http://www.ioffe.ru/LEA/kwsun/1999/19990804_20936.html,https://www.ioffe.ru/LEA/Solar/2SOL19990804T20936.pdf
132,1999-08-14,12:06:49.161 (43609.161),C7.2,11:58,12:10,12:15,http://www.ioffe.ru/LEA/kwsun/1999/19990814_43609.html,https://www.ioffe.ru/LEA/Solar/2SOL19990814T43609.pdf
133,1999-08-20,18:27:30.302 (66450.302),M1.2,18:25,18:29,18:32,http://www.ioffe.ru/LEA/kwsun/1999/19990820_66450.html,https://www.ioffe.ru/LEA/Solar/2SOL19990820T66450.pdf
134,1999-08-20,23:05:54.561 (83154.561),M9.8,23:03,23:08,23:10,http://www.ioffe.ru/LEA/kwsun/1999/19990820_83154.html,https://www.ioffe.ru/LEA/Solar/2SOL19990820T83154.pdf
135,1999-08-21,11:02:41.910 (39761.910),C5.2,11:00,11:06,11:11,http://www.ioffe.ru/LEA/kwsun/1999/19990821_39761.html,https://www.ioffe.ru/LEA/Solar/2SOL19990821T39761.pdf
136,1999-08-21,16:33:03.932 (59583.932),M3.7,16:30,16:34,16:37,http://www.ioffe.ru/LEA/kwsun/1999/19990821_59583.html,https://www.ioffe.ru/LEA/Solar/2SOL19990821T59583.pdf
137,1999-08-21,22:12:54.694 (79974.694),M5.9,22:10,22:14,22:16,http://www.ioffe.ru/LEA/kwsun/1999/19990821_79974.html,https://www.ioffe.ru/LEA/Solar/2SOL19990821T79974.pdf
138,1999-08-22,14:11:00.264 (51060.264),C5.3,14:09,14:12,14:14,http://www.ioffe.ru/LEA/kwsun/1999/19990822_51060.html,https://www.ioffe.ru/LEA/Solar/2SOL19990822T51060.pdf
139,1999-08-25,01:34:52.634 (5692.634),M3.6,01:32,01:36,01:40,http://www.ioffe.ru/LEA/kwsun/1999/19990825_05692.html,https://www.ioffe.ru/LEA/Solar/2SOL19990825T05692.pdf
140,1999-08-28,00:56:02.083 (3362.083),M2.8,00:50,01:02,01:16,http://www.ioffe.ru/LEA/kwsun/1999/19990828_03362.html,https://www.ioffe.ru/LEA/Solar/2SOL19990828T03362.pdf
141,1999-08-28,17:55:50.744 (64550.744),X1.1,17:52,18:05,18:18,http://www.ioffe.ru/LEA/kwsun/1999/19990828_64550.html,https://www.ioffe.ru/LEA/Solar/2SOL19990828T64550.pdf
142,1999-08-31,12:59:22.258 (46762.258),C6.9,12:57,13:02,13:06,http://www.ioffe.ru/LEA/kwsun/1999/19990831_46762.html,https://www.ioffe.ru/LEA/Solar/2SOL19990831T46762.pdf
143,1999-09-01,18:56:27.713 (68187.713),C6.6,18:52,18:59,19:05,http://www.ioffe.ru/LEA/kwsun/1999/19990901_68187.html,https://www.ioffe.ru/LEA/Solar/2SOL19990901T68187.pdf
144,1999-09-08,12:13:55.527 (44035.527),M1.4,12:08,12:17,12:27,http://www.ioffe.ru/LEA/kwsun/1999/19990908_44035.html,https://www.ioffe.ru/LEA/Solar/2SOL19990908T44035.pdf
145,1999-09-17,01:18:19.213 (4699.213),M2.1,01:14,01:20,01:23,http://www.ioffe.ru/LEA/kwsun/1999/19990917_04699.html,https://www.ioffe.ru/LEA/Solar/2SOL19990917T04699.pdf
146,1999-09-18,18:20:11.679 (66011.679),C2.3,18:18,18:21,18:23,http://www.ioffe.ru/LEA/kwsun/1999/19990918_66011.html,https://www.ioffe.ru/LEA/Solar/2SOL19990918T66011.pdf
147,1999-10-01,14:59:06.020 (53946.020),C6.0,14:49,14:59,15:02,http://www.ioffe.ru/LEA/kwsun/1999/19991001_53946.html,https://www.ioffe.ru/LEA/Solar/2SOL19991001T53946.pdf
148,1999-10-25,06:29:25.326 (23365.326),M1.7,06:26,06:31,06:34,http://www.ioffe.ru/LEA/kwsun/1999/19991025_23365.html,https://www.ioffe.ru/LEA/Solar/2SOL19991025T23365.pdf
149,1999-11-09,15:34:43.106 (56083.106),C4.4,15:32,15:36,15:39,http://www.ioffe.ru/LEA/kwsun/1999/19991109_56083.html,https://www.ioffe.ru/LEA/Solar/2SOL19991109T56083.pdf
150,1999-11-10,15:48:07.567 (56887.567),M1.5,15:44,15:49,15:51,http://www.ioffe.ru/LEA/kwsun/1999/19991110_56887.html,https://www.ioffe.ru/LEA/Solar/2SOL19991110T56887.pdf
151,1999-11-10,22:11:50.091 (79910.091),M1.1,22:09,22:13,22:16,http://www.ioffe.ru/LEA/kwsun/1999/19991110_79910.html,https://www.ioffe.ru/LEA/Solar/2SOL19991110T79910.pdf
152,1999-11-14,07:56:55.332 (28615.332),M8.0,07:54,08:01,08:04,http://www.ioffe.ru/LEA/kwsun/1999/19991114_28615.html,https://www.ioffe.ru/LEA/Solar/2SOL19991114T28615.pdf
153,1999-11-14,16:22:05.840 (58925.840),M2.2,16:20,16:23,16:26,http://www.ioffe.ru/LEA/kwsun/1999/19991114_58925.html,https://www.ioffe.ru/LEA/Solar/2SOL19991114T58925.pdf
154,1999-11-16,02:38:54.524 (9534.524),M3.8,02:36,02:46,02:54,http://www.ioffe.ru/LEA/kwsun/1999/19991116_09534.html,https://www.ioffe.ru/LEA/Solar/2SOL19991116T09534.pdf
155,1999-11-16,04:08:17.683 (14897.683),M3.0,04:05,04:10,04:13,http://www.ioffe.ru/LEA/kwsun/1999/19991116_14897.html,https://www.ioffe.ru/LEA/Solar/2SOL19991116T14897.pdf
156,1999-11-17,09:52:03.586 (35523.586),M7.4,09:47,09:57,10:02,http://www.ioffe.ru/LEA/kwsun/1999/19991117_35523.html,https://www.ioffe.ru/LEA/Solar/2SOL19991117T35523.pdf
157,1999-11-21,18:15:15.045 (65715.045),M3.4,18:10,18:20,18:25,http://www.ioffe.ru/LEA/kwsun/1999/19991121_65715.html,https://www.ioffe.ru/LEA/Solar/2SOL19991121T65715.pdf
158,1999-11-22,02:54:39.287 (10479.287),C2.9,02:53,02:58,03:04,http://www.ioffe.ru/LEA/kwsun/1999/19991122_10479.html,https://www.ioffe.ru/LEA/Solar/2SOL19991122T10479.pdf
159,1999-11-24,21:55:06.146 (78906.146),M2.2,21:52,21:56,21:58,http://www.ioffe.ru/LEA/kwsun/1999/19991124_78906.html,https://www.ioffe.ru/LEA/Solar/2SOL19991124T78906.pdf
160,1999-11-26,01:19:28.241 (4768.241),M5.7,01:10,01:23,01:38,http://www.ioffe.ru/LEA/kwsun/1999/19991126_04768.html,https://www.ioffe.ru/LEA/Solar/2SOL19991126T04768.pdf
161,1999-11-26,13:41:25.079 (49285.079),M6.0,13:38,13:43,14:08,http://www.ioffe.ru/LEA/kwsun/1999/19991126_49285.html,https://www.ioffe.ru/LEA/Solar/2SOL19991126T49285.pdf
162,1999-11-27,12:08:55.804 (43735.804),X1.4,12:05,12:12,12:16,http://www.ioffe.ru/LEA/kwsun/1999/19991127_43735.html,https://www.ioffe.ru/LEA/Solar/2SOL19991127T43735.pdf
163,1999-11-28,11:52:39.855 (42759.855),C5.3,11:50,11:53,12:08,http://www.ioffe.ru/LEA/kwsun/1999/19991128_42759.html,https://www.ioffe.ru/LEA/Solar/2SOL19991128T42759.pdf
164,1999-12-03,19:51:22.143 (71482.143),C6.3,19:48,19:53,19:55,http://www.ioffe.ru/LEA/kwsun/1999/19991203_71482.html,https://www.ioffe.ru/LEA/Solar/2SOL19991203T71482.pdf
165,1999-12-17,09:33:38.750 (34418.750),C4.9,09:30,09:35,09:38,http://www.ioffe.ru/LEA/kwsun/1999/19991217_34418.html,https://www.ioffe.ru/LEA/Solar/2SOL19991217T34418.pdf
166,1999-12-17,21:38:41.553 (77921.553),M1.0,21:35,21:41,21:58,http://www.ioffe.ru/LEA/kwsun/1999/19991217_77921.html,https://www.ioffe.ru/LEA/Solar/2SOL19991217T77921.pdf
