#,trigger date,trigger time (t_0),class,goes t_begin,goes t_max,goes t_end,kw-sun,light curve
178,2000-01-12,01:33:27.890 (5607.890),M2.8,01:32,01:38,01:43,http://www.ioffe.ru/LEA/kwsun/2000/20000112_05607.html,https://www.ioffe.ru/LEA/Solar/2SOL20000112T05607.pdf
179,2000-01-12,20:41:17.037 (74477.037),M1.1,20:36,20:49,20:58,http://www.ioffe.ru/LEA/kwsun/2000/20000112_74477.html,https://www.ioffe.ru/LEA/Solar/2SOL20000112T74477.pdf
180,2000-01-15,01:58:37.394 (7117.394),C4.0,01:55,02:00,02:05,http://www.ioffe.ru/LEA/kwsun/2000/20000115_07117.html,https://www.ioffe.ru/LEA/Solar/2SOL20000115T07117.pdf
181,2000-01-19,11:19:43.666 (40783.666),C1.3,11:18,11:22,11:24,http://www.ioffe.ru/LEA/kwsun/2000/20000119_40783.html,https://www.ioffe.ru/LEA/Solar/2SOL20000119T40783.pdf
182,2000-01-20,02:24:11.526 (8651.526),C4.1,02:21,02:26,02:30,http://www.ioffe.ru/LEA/kwsun/2000/20000120_08651.html,https://www.ioffe.ru/LEA/Solar/2SOL20000120T08651.pdf
183,2000-01-22,17:58:44.472 (64724.472),M1.0,17:55,18:01,18:07,http://www.ioffe.ru/LEA/kwsun/2000/20000122_64724.html,https://www.ioffe.ru/LEA/Solar/2SOL20000122T64724.pdf
184,2000-02-03,19:58:24.972 (71904.972),C8.4,19:57,20:00,20:04,http://www.ioffe.ru/LEA/kwsun/2000/20000203_71904.html,https://www.ioffe.ru/LEA/Solar/2SOL20000203T71904.pdf
185,2000-02-04,09:15:04.154 (33304.154),M3.0,09:11,09:19,09:28,http://www.ioffe.ru/LEA/kwsun/2000/20000204_33304.html,https://www.ioffe.ru/LEA/Solar/2SOL20000204T33304.pdf
186,2000-02-04,16:03:53.058 (57833.058),C1.4,16:02,16:05,16:08,http://www.ioffe.ru/LEA/kwsun/2000/20000204_57833.html,https://www.ioffe.ru/LEA/Solar/2SOL20000204T57833.pdf
187,2000-02-04,17:59:20.475 (64760.475),C4.9,17:56,18:02,18:06,http://www.ioffe.ru/LEA/kwsun/2000/20000204_64760.html,https://www.ioffe.ru/LEA/Solar/2SOL20000204T64760.pdf
188,2000-02-05,19:25:38.494 (69938.494),X1.2,19:17,19:28,19:31,http://www.ioffe.ru/LEA/kwsun/2000/20000205_69938.html,https://www.ioffe.ru/LEA/Solar/2SOL20000205T69938.pdf
189,2000-02-20,22:05:21.790 (79521.790),M2.4,22:00,22:07,22:13,http://www.ioffe.ru/LEA/kwsun/2000/20000220_79521.html,https://www.ioffe.ru/LEA/Solar/2SOL20000220T79521.pdf
