54092.086 - KW trigger time, seconds UT.
54093.179 - corresponding geocenter time (corrected for light propagation from Wind spacecraft to the Earth).
15.133 keV	63.907 keV - energy interval of channel G1.
63.907 keV	263.434 keV - energy interval of channel G2.
263.434 keV	1042.830 keV - energy interval of channel G3.

t1	t2 - begin and end of time bin.
G1	G2	G3 - dead-time corrected count rate counts/s in G1, G2, G3.
G1bgsub	G2bgsub	G3bgsub - dead-time corrected and background substracted count rate counts/s in G1, G2, G3.
eG1	eG2	eG3 - their errors (1 sigma level).

       t1         t2          G1          G2          G3     G1bgsub     G2bgsub     G3bgsub      eG1      eG2      eG3
 -997.602   -994.658     1092.47      429.88      106.20       11.06        3.37       -3.78    19.26    12.08     6.01
 -994.658   -991.714     1068.76      424.06      108.58      -12.65       -2.45       -1.40    19.05    12.00     6.07
 -991.714   -988.770     1085.24      431.24      107.90        3.83        4.72       -2.08    19.20    12.10     6.05
 -988.770   -985.826     1095.29      430.92      114.71       13.88        4.40        4.74    19.29    12.10     6.24
 -985.826   -982.882     1082.17      444.87      104.49        0.76       18.36       -5.49    19.17    12.29     5.96
 -982.882   -979.938     1096.57      431.91      115.04       15.16        5.40        5.07    19.30    12.11     6.25
 -979.938   -976.994     1068.72      414.14      100.40      -12.69      -12.38       -9.57    19.05    11.86     5.84
 -976.994   -974.050     1080.76      429.52      111.30       -0.65        3.00        1.32    19.16    12.08     6.15
 -974.050   -971.106     1072.87      429.50      110.95       -8.54        2.99        0.97    19.09    12.08     6.14
 -971.106   -968.162     1108.85      405.30      116.75       27.44      -21.22        6.77    19.41    11.73     6.30
 -968.162   -965.218     1080.76      418.60      111.98       -0.65       -7.91        2.00    19.16    11.92     6.17
 -965.218   -962.274     1112.10      444.92      113.35       30.69       18.41        3.38    19.44    12.29     6.21
 -962.274   -959.330     1081.88      440.81      116.41        0.47       14.30        6.43    19.17    12.24     6.29
 -959.330   -956.386     1106.51      431.58      109.26       25.10        5.07       -0.72    19.39    12.11     6.09
 -956.386   -953.442     1115.68      411.42      106.53       34.27      -15.10       -3.44    19.47    11.82     6.02
 -953.442   -950.498     1075.09      438.11      118.46       -6.32       11.59        8.48    19.11    12.20     6.34
 -950.498   -947.554     1094.91      431.25      121.52       13.50        4.73       11.54    19.29    12.10     6.42
 -947.554   -944.610     1044.10      434.97      104.83      -37.31        8.45       -5.15    18.83    12.15     5.97
 -944.610   -941.666     1071.48      419.61      109.94       -9.93       -6.91       -0.04    19.08    11.94     6.11
 -941.666   -938.722     1080.15      438.39      115.04       -1.26       11.88        5.07    19.16    12.20     6.25
 -938.722   -935.778     1084.93      431.26      107.22        3.52        4.74       -2.75    19.20    12.10     6.04
 -935.778   -932.834     1052.72      422.73      122.89      -28.69       -3.78       12.91    18.91    11.98     6.46
 -932.834   -929.890     1080.46      426.79      103.47       -0.95        0.27       -6.51    19.16    12.04     5.93
 -929.890   -926.946     1065.35      426.09      111.64      -16.06       -0.42        1.66    19.02    12.03     6.16
 -926.946   -924.002     1067.72      414.84      104.83      -13.69      -11.68       -5.14    19.04    11.87     5.97
 -924.002   -921.058     1058.83      411.11      108.93      -22.58      -15.41       -1.05    18.96    11.82     6.08
 -921.058   -918.114     1130.26      447.65      116.76       48.85       21.14        6.78    19.59    12.33     6.30
 -918.114   -915.170     1092.47      431.91      116.06       11.06        5.39        6.09    19.26    12.11     6.28
