  388.702 - KW trigger time, seconds UT.
  393.074 - corresponding geocenter time (corrected for light propagation from Wind spacecraft to the Earth).
17.419 keV	73.560 keV - energy interval of channel G1.
73.560 keV	303.226 keV - energy interval of channel G2.
303.226 keV	1200.352 keV - energy interval of channel G3.

t1	t2 - begin and end of time bin.
G1	G2	G3 - dead-time corrected count rate counts/s in G1, G2, G3.
G1bgsub	G2bgsub	G3bgsub - dead-time corrected and background substracted count rate counts/s in G1, G2, G3.
eG1	eG2	eG3 - their errors (1 sigma level).

       t1         t2          G1          G2          G3     G1bgsub     G2bgsub     G3bgsub      eG1      eG2      eG3
-1999.127  -1996.183     1011.20      353.16      137.58      -18.81        4.19       11.49    18.53    10.95     6.84
-1996.183  -1993.239     1049.23      344.28      127.02       19.23       -4.69        0.93    18.88    10.81     6.57
-1993.239  -1990.295     1013.63      340.90      123.29      -16.37       -8.07       -2.80    18.55    10.76     6.47
-1990.295  -1987.351     1037.24      351.45      126.68        7.24        2.48        0.59    18.77    10.93     6.56
-1987.351  -1984.407     1024.19      343.93      127.36       -5.81       -5.03        1.27    18.65    10.81     6.58
-1984.407  -1981.463     1014.08      367.18      131.12      -15.92       18.22        5.04    18.56    11.17     6.67
-1981.463  -1978.519     1023.98      362.73      130.78       -6.03       13.76        4.69    18.65    11.10     6.67
-1978.519  -1975.575     1052.62      342.23      130.09       22.61       -6.74        4.00    18.91    10.78     6.65
-1975.575  -1972.631     1022.89      354.87      126.34       -7.11        5.90        0.26    18.64    10.98     6.55
-1972.631  -1969.687     1012.32      361.70      135.54      -17.68       12.73        9.46    18.54    11.08     6.79
-1969.687  -1966.743     1023.24      350.78      133.84       -6.77        1.81        7.75    18.64    10.92     6.74
-1966.743  -1963.799     1038.30      333.73      124.31        8.29      -15.24       -1.77    18.78    10.65     6.50
-1963.799  -1960.855      994.11      350.44      145.08      -35.90        1.47       19.00    18.38    10.91     7.02
-1960.855  -1957.911      986.51      347.35      124.30      -43.49       -1.62       -1.79    18.31    10.86     6.50
-1957.911  -1954.967     1054.81      371.92      130.42       24.81       22.95        4.34    18.93    11.24     6.66
-1954.967  -1952.023     1037.90      331.66      141.33        7.89      -17.31       15.24    18.78    10.61     6.93
